userId,movieId,true_rating
55765,1831,4.0
55765,3006,5.0
55765,5902,5.0
55765,4022,4.0
55765,2641,4.0
55765,2395,3.0
55765,1587,3.0
55765,2599,4.0
55765,59315,4.5
55765,4447,4.0
55765,1407,4.0
55765,1092,4.0
55765,1220,2.0
55765,2871,4.0
55765,7143,4.5
55765,1947,4.0
55765,2278,3.0
55765,2716,3.0
55765,1320,4.0
55765,317,3.0
55765,2294,3.0
55765,597,5.0
55765,231,3.0
55765,1249,4.0
55765,2968,4.5
55765,2987,3.0
55765,2762,5.0
55765,34162,4.5
55765,4027,3.0
55765,1641,4.0
55765,587,4.0
55765,1682,5.0
55765,5502,3.5
55765,3247,4.0
55765,185,4.0
55765,1198,5.0
55765,2291,4.0
55765,858,5.0
55765,5349,5.0
55765,3386,3.5
55765,2797,5.0
55765,8874,4.0
55765,733,4.0
55765,1339,4.0
55765,350,3.0
55765,1387,4.0
55765,2770,3.0
55765,2302,4.5
55765,3671,4.0
55765,16,3.0
55765,1193,4.0
55765,969,4.0
55765,1282,4.0
55765,1962,2.0
55765,2692,4.0
55765,316,3.0
55765,3176,3.0
55765,5377,4.5
55765,8622,3.5
55765,196,2.0
55765,318,5.0
55765,3481,3.0
55765,4310,3.0
55765,1276,4.0
55765,4306,4.0
55765,4878,4.0
55765,1214,5.0
55765,1673,4.0
55765,344,3.5
55765,1265,5.0
55765,5952,4.5
55765,2541,4.0
55765,2012,3.0
55765,4025,4.0
55765,5060,4.0
55765,3624,3.0
55765,3421,4.5
55765,3471,4.0
55765,2858,4.0
55765,4270,3.0
55765,1921,4.0
55765,3826,3.0
55765,3751,3.0
55765,1732,4.0
55765,4361,5.0
55765,4886,3.0
55765,1645,4.0
55765,908,4.5
55765,3752,4.0
55765,2028,4.0
55765,910,5.0
55765,2023,4.0
55765,48385,4.5
55765,2081,3.0
55765,1204,5.0
55765,32,4.5
55765,1394,3.0
55765,292,3.0
55765,912,4.0
55765,2054,3.0
55765,1500,3.0
55765,1527,4.5
55765,2406,3.0
55765,380,4.0
55765,1358,4.5
55765,1580,4.0
55765,903,4.5
55765,923,5.0
55765,2355,3.0
55765,589,5.0
55765,1225,4.0
55765,1961,4.0
55765,7373,4.5
55765,1207,5.0
55765,2174,4.0
55765,3702,2.5
55765,1918,3.0
55765,2288,4.0
55765,3033,2.0
55765,3755,4.0
55765,1391,2.0
55765,300,4.0
55765,1653,4.0
55765,7361,5.0
55765,1028,3.0
55765,1517,3.0
55765,49272,5.0
55765,2,3.0
55765,1200,5.0
55765,33166,5.0
55765,33679,4.5
55765,2105,2.0
55765,2005,3.0
55765,4643,2.0
55765,161,3.0
55765,1197,3.0
55765,1228,4.5
55765,2080,3.0
55765,1035,5.0
55765,3623,4.0
55765,8665,4.0
55765,1375,3.0
55765,4321,4.0
55765,6942,4.5
55765,1876,3.0
55765,2694,4.0
55765,1721,4.0
71330,8961,5.0
71330,2329,4.5
71330,8798,4.5
71330,260,4.5
71330,2683,4.5
71330,2762,4.0
71330,2791,4.5
71330,1784,4.5
71330,2700,4.5
71330,3751,3.5
71330,4878,4.0
71330,3996,3.5
71330,2723,4.0
71330,5952,4.0
71330,5266,4.0
71330,6539,4.5
71330,150,4.0
71330,4886,3.5
71330,8368,3.0
71330,2571,5.0
71330,253,3.0
71330,4896,2.5
71330,3300,4.5
71330,2529,4.0
71330,589,4.0
71330,45722,4.5
71330,4306,4.5
71330,2355,4.0
71330,1573,4.5
71330,6377,4.0
71330,2871,4.0
71330,3868,4.0
71330,34162,3.5
71330,1228,3.0
71330,1704,3.5
71330,4963,4.0
71330,4270,4.0
71330,8376,4.0
71330,1343,4.5
71330,2959,5.0
71330,51662,4.0
71330,1197,4.0
71330,55820,4.0
71330,6365,4.0
71330,7153,4.0
71330,4262,4.5
71330,733,3.5
71330,3552,2.5
71330,2628,2.5
71330,3160,3.5
71330,3052,4.0
71330,4973,4.0
71330,3020,4.5
71330,1210,4.0
71330,3578,4.0
71330,924,3.5
71330,318,4.0
71330,8360,4.5
71330,3252,4.5
71330,912,4.0
71330,4995,4.0
71330,3253,4.0
71330,339,4.0
71330,2916,4.0
71330,4816,4.0
71330,1213,4.0
71330,2542,4.0
71330,1288,4.0
71330,3948,4.5
71330,231,4.5
71330,110,4.0
71330,2028,4.0
71330,6807,4.0
71330,1380,4.0
71330,1552,4.0
71330,6874,4.0
71330,2288,3.0
71330,32,4.5
71330,1682,4.5
71330,1230,4.0
71330,5618,4.5
71330,3977,3.0
71330,50,4.5
71330,8665,4.0
71330,344,4.0
71330,858,4.0
71330,1320,3.0
71330,899,4.5
71330,3082,3.0
71330,2080,4.0
71330,7143,4.0
71330,33794,4.0
71330,58559,4.0
71330,1221,4.5
71330,3752,4.5
71330,4776,4.5
71330,48516,4.0
71330,1136,4.0
71330,59315,4.0
71330,288,3.5
71330,35836,4.0
71330,60069,4.5
71330,6537,4.0
71330,541,4.0
71330,2716,4.0
71330,2455,4.0
71330,1690,3.0
71330,1206,4.5
71330,5349,4.5
71330,1198,4.0
71330,1,4.0
71330,2617,4.0
71330,30707,4.0
71330,2858,4.0
71330,3114,4.0
71330,2761,3.5
71330,1500,4.0
71330,1544,4.0
71330,1673,4.0
71330,7361,4.0
71330,48385,4.5
71330,2353,4.0
71330,2174,3.0
71330,2502,4.0
71330,4246,4.0
71330,33493,4.0
71330,10,4.5
71330,4148,3.5
71330,1196,4.5
71330,1127,4.0
71330,5445,4.0
71330,648,4.5
71330,910,4.5
71330,1278,4.0
71330,1089,3.5
71330,2706,4.5
71330,8636,4.0
71330,4638,3.5
71330,48780,4.5
71330,48774,4.5
71330,6333,4.0
71330,4011,4.5
71330,1200,4.5
71330,593,4.5
71330,1527,4.5
71330,1580,4.0
71330,480,4.0
71330,5989,3.5
71330,6934,2.5
71330,7147,3.5
71330,750,5.0
71330,1240,4.0
71330,1597,4.0
71330,913,4.0
71330,223,3.5
71330,3897,3.5
71330,296,4.5
71330,356,4.0
71330,1028,4.0
71330,1748,4.0
71330,4718,4.5
71330,1884,4.0
71330,5218,4.5
71330,49272,4.0
62710,33794,4.5
62710,4734,2.5
62710,3753,2.5
62710,1089,4.5
62710,1090,4.0
62710,8784,5.0
62710,2949,4.0
62710,908,4.0
62710,904,4.0
62710,8665,3.5
62710,4816,3.5
62710,4776,4.5
62710,1784,4.0
62710,912,5.0
62710,1704,4.5
62710,2762,4.5
62710,5377,4.0
62710,5989,4.5
62710,8874,3.0
62710,3006,4.0
62710,3793,4.0
62710,3752,2.5
62710,750,4.5
62710,3535,4.5
62710,4995,4.0
62710,1729,4.5
62710,8360,3.0
62710,6539,4.0
62710,1961,4.0
62710,30707,4.0
62710,1307,3.0
62710,6537,2.5
62710,3785,2.0
62710,7458,3.0
62710,51662,3.5
62710,260,5.0
62710,2395,5.0
62710,111,5.0
62710,2502,4.0
62710,1196,5.0
62710,4848,4.5
62710,1954,3.5
62710,48394,5.0
62710,589,5.0
62710,4344,2.0
62710,110,3.5
62710,47,4.5
62710,1921,4.0
62710,296,5.0
62710,4370,3.5
62710,1610,4.0
62710,1136,5.0
62710,6807,4.0
62710,32,4.5
62710,1617,3.5
62710,48774,5.0
62710,6365,3.0
62710,1653,4.0
62710,4993,4.0
62710,3160,4.5
62710,1884,4.5
62710,2329,4.5
62710,2858,4.0
62710,3994,5.0
62710,33166,3.0
62710,46578,4.0
62710,8636,2.0
62710,8376,4.5
62710,2571,4.5
62710,356,4.0
62710,5349,3.0
62710,858,5.0
62710,3948,2.0
62710,4878,5.0
62710,4369,2.5
62710,2076,4.0
62710,1193,4.0
62710,2291,4.5
62710,6378,3.0
62710,55820,4.5
62710,7153,4.0
62710,1148,4.0
62710,49272,4.0
62710,6863,3.0
62710,1263,4.0
62710,3623,3.0
62710,4034,5.0
62710,8644,2.0
62710,6874,4.5
62710,1748,4.5
62710,4886,3.5
62710,4226,5.0
62710,318,5.0
62710,6218,4.0
62710,1625,3.0
62710,3408,4.0
62710,44191,4.0
62710,1682,4.5
62710,3671,4.5
62710,40815,4.0
62710,4027,4.0
62710,6377,4.0
62710,541,5.0
62710,3147,4.5
62710,48516,4.0
62710,1200,4.0
62710,48780,4.5
62710,1673,4.5
62710,32587,4.5
62710,1732,4.5
62710,50,4.0
62710,608,5.0
62710,377,2.5
62710,1206,4.5
62710,457,4.0
62710,4718,1.0
62710,1466,4.0
62710,1258,4.0
62710,1197,4.0
62710,527,4.0
62710,223,5.0
62710,8798,4.5
62710,4018,1.5
62710,3897,5.0
62710,1203,4.5
62710,3977,3.0
62710,3108,4.0
62710,1201,3.5
62710,1210,3.5
62710,5952,4.0
62710,5010,4.0
62710,3996,5.0
62710,5388,4.0
62710,924,4.0
62710,2028,4.0
62710,3421,4.0
62710,3717,3.5
62710,6711,5.0
62710,1247,5.0
62710,6934,2.5
62710,4306,3.5
62710,1222,5.0
62710,5481,2.5
62710,4262,4.0
62710,5502,3.0
62710,1219,4.0
62710,5902,4.0
62710,2890,4.0
62710,4963,4.0
62710,33493,3.5
62710,1221,4.0
62710,5418,5.0
62710,7361,5.0
62710,54286,3.5
62710,3363,4.5
62710,2959,5.0
62710,2542,5.0
62710,293,4.0
62710,3481,3.5
62710,2997,4.5
62710,7438,4.5
62710,2001,2.5
62710,208,3.5
62710,3949,5.0
62710,903,4.0
62710,3176,3.5
62710,555,4.5
62710,17,4.0
62710,5378,3.0
62710,910,5.0
62710,4367,2.5
62710,1080,5.0
62710,4896,4.0
62710,902,4.5
11706,6378,2.5
11706,597,2.5
11706,300,4.0
11706,223,2.5
11706,8961,5.0
11706,2797,2.5
11706,1080,4.5
11706,1784,4.5
11706,6365,1.0
11706,2671,2.5
11706,3471,4.0
11706,1721,1.0
11706,1407,1.5
11706,1370,1.5
11706,1584,3.0
11706,4995,2.5
11706,480,2.5
11706,1092,3.0
11706,1271,4.0
11706,4896,4.0
11706,3108,4.0
11706,8949,4.5
11706,1258,4.5
11706,4306,3.5
11706,356,2.5
11706,1333,4.0
11706,5816,3.5
11706,1247,4.5
11706,1207,4.5
11706,2948,4.5
11706,551,3.5
11706,2018,2.0
11706,1912,4.0
11706,919,4.5
11706,509,5.0
11706,3977,2.5
11706,6539,3.5
11706,1393,2.5
11706,1345,3.5
11706,8636,3.5
11706,924,4.5
11706,3033,3.0
11706,440,1.0
11706,2987,2.0
11706,1073,4.0
11706,329,3.0
11706,48516,4.5
11706,2858,4.5
11706,30707,4.5
11706,1183,4.0
11706,1917,2.0
11706,589,2.5
11706,2541,2.5
11706,1562,2.5
11706,293,4.5
11706,39,3.5
11706,1210,4.0
11706,1198,4.0
11706,6016,4.5
11706,441,4.0
11706,2336,3.0
11706,4447,3.0
11706,1674,4.0
11706,1230,5.0
11706,1029,3.5
11706,1747,4.0
11706,380,1.0
11706,4643,1.0
11706,2161,4.0
11706,2150,4.0
11706,4370,1.5
11706,1276,5.0
11706,2762,4.5
11706,1246,3.5
11706,1221,3.5
11706,7147,4.0
11706,1997,4.0
11706,953,3.5
11706,1197,3.5
11706,2012,2.0
11706,1219,4.0
11706,3039,3.5
11706,2657,4.5
11706,3160,3.0
11706,6863,3.5
11706,1320,2.0
11706,2302,3.0
11706,2021,3.5
11706,56367,4.0
11706,1148,5.0
11706,2947,4.5
11706,588,4.0
11706,1918,1.5
11706,2406,3.0
11706,6874,4.5
11706,454,2.0
11706,3481,4.0
11706,1729,4.0
11706,1220,3.5
11706,3020,4.5
11706,1270,4.5
11706,1376,2.5
11706,2353,3.5
11706,2080,2.5
11706,4993,4.5
11706,745,5.0
11706,2407,3.5
11706,788,2.0
11706,46578,4.0
11706,923,4.5
11706,3210,4.5
11706,4014,3.5
11706,5481,1.0
11706,2054,1.0
11706,1527,4.0
11706,3671,4.0
11706,4025,2.0
11706,2699,2.0
11706,1265,4.5
11706,2,3.0
11706,2194,2.0
11706,1909,3.0
11706,185,1.5
11706,3578,2.0
11706,541,4.5
11706,1214,4.0
11706,60069,4.0
11706,2694,3.0
11706,2918,4.5
11706,4308,1.5
11706,4367,1.0
11706,903,5.0
11706,2746,3.0
11706,6377,4.5
11706,587,2.0
11706,1307,4.0
11706,47,2.0
11706,153,3.0
11706,1127,4.5
11706,5989,4.0
11706,586,1.5
11706,16,3.0
11706,2329,1.5
11706,1617,4.5
11706,902,3.5
11706,3994,4.0
11706,1500,4.5
11706,1641,0.5
11706,508,2.5
11706,2949,4.5
11706,590,1.0
11706,1242,3.5
11706,1967,3.5
11706,4027,4.5
11706,1704,4.0
11706,1094,4.5
11706,4002,1.0
11706,8784,1.5
11706,592,4.0
11706,1777,3.0
11706,2174,3.5
11706,1088,3.5
11706,3300,2.0
11706,2076,4.5
11706,32,3.5
11706,2248,4.5
11706,539,4.0
11706,235,3.5
11706,3408,3.5
11706,2997,3.5
11706,1097,4.0
11706,2355,3.5
11706,7361,5.0
11706,1101,1.0
11706,2023,4.0
11706,1222,4.0
11706,708,3.5
11706,2571,1.0
11706,1060,4.0
11706,2712,3.0
11706,6934,1.0
11706,7438,4.0
11706,457,3.0
11706,594,1.5
11706,4973,4.5
11706,1288,3.5
11706,2006,3.5
11706,1206,3.5
11706,1610,2.5
11706,2640,3.5
11706,4246,3.5
11706,3996,4.5
11706,8368,3.5
11706,2455,4.0
11706,1079,3.5
11706,2081,2.5
11706,296,4.0
11706,1580,3.5
11706,2761,4.5
11706,733,3.0
11706,2011,2.5
11706,500,2.0
11706,318,4.0
11706,2683,2.5
11706,1035,4.0
11706,2085,3.0
11706,2542,3.5
11706,593,3.5
11706,357,3.5
11706,6711,5.0
11706,4034,4.0
11706,95,2.0
11706,8622,2.5
11706,4886,4.0
11706,780,2.5
11706,858,5.0
11706,5445,2.5
11706,35836,4.0
11706,1263,4.0
11706,36,4.0
11706,11,3.5
11706,4239,3.0
11706,778,4.0
11706,1962,3.0
11706,2291,4.5
11706,5377,4.5
11706,420,3.0
11706,1961,3.0
11706,4848,2.0
11706,4878,4.5
11706,4022,0.5
11706,5618,4.5
11706,1479,2.0
11706,2115,3.5
11706,899,3.0
11706,2278,4.0
11706,163,2.5
11706,3418,3.5
11706,3897,4.0
11706,7153,3.0
11706,750,5.0
11706,5902,4.5
11706,2396,4.5
11706,527,2.5
11706,3499,3.5
11706,908,4.5
11706,111,4.0
11706,4571,3.5
11706,3751,4.0
11706,1136,4.0
11706,2599,4.0
11706,3101,2.5
11706,2617,1.0
11706,2001,1.5
11706,2109,4.5
11706,3363,4.5
11706,1304,4.5
11706,1625,4.0
11706,196,3.5
11706,5952,3.5
11706,33166,4.5
11706,54286,4.0
11706,648,2.0
11706,1466,3.0
11706,1275,3.5
11706,608,4.0
11706,2700,2.5
11706,1645,2.5
11706,2273,2.5
11706,2539,3.0
11706,1343,2.5
11706,2478,1.0
11706,5991,3.0
11706,1690,3.5
11706,2470,1.5
11706,5418,3.0
11706,5679,3.0
11706,34,4.0
11706,3868,1.5
11706,1252,5.0
11706,2791,3.0
11706,30793,3.5
11706,6333,3.5
11706,1394,5.0
11706,1387,5.0
11706,596,2.5
11706,6947,3.0
11706,2100,3.0
11706,50,3.5
11706,21,4.0
11706,1653,2.5
11706,904,5.0
11706,2616,3.0
11706,1028,4.0
11706,1517,3.0
11706,1036,1.5
11706,7373,3.5
11706,4321,2.5
11706,2502,4.0
11706,2710,3.0
11706,6942,2.5
11706,471,4.5
11706,2916,2.5
11706,34162,4.0
11706,337,3.5
11706,3255,2.0
11706,6218,4.0
11706,3081,3.0
11706,2959,4.0
11706,2804,3.0
11706,1682,4.5
11706,3535,0.5
11706,4361,3.5
11706,48394,4.0
11706,104,2.5
11706,595,1.0
11706,912,5.0
108123,2174,2.0
108123,1080,3.0
108123,300,3.0
108123,1580,1.0
108123,1517,2.0
108123,1127,2.0
108123,1201,4.0
108123,165,3.0
108123,2948,4.0
108123,785,5.0
108123,1242,3.0
108123,3107,3.0
108123,2109,3.0
108123,3006,4.0
108123,1953,5.0
108123,2248,4.0
108123,1884,3.0
108123,553,4.0
108123,2291,2.0
108123,2427,4.0
108123,2762,2.0
108123,3471,4.0
108123,3717,2.0
108123,1228,5.0
108123,3703,4.0
108123,5388,3.0
108123,1302,4.0
108123,1199,4.0
108123,6870,4.5
108123,2002,3.0
108123,858,5.0
108123,2657,1.0
108123,2406,2.0
108123,3499,3.0
108123,4963,3.0
108123,1500,5.0
108123,457,4.0
108123,2716,2.0
108123,367,2.0
108123,904,4.0
108123,5010,4.0
108123,3897,3.0
108123,1258,4.0
108123,1639,3.0
108123,1263,5.0
108123,1225,3.0
108123,2599,2.0
108123,2871,5.0
108123,2959,5.0
108123,1060,4.0
108123,1193,5.0
108123,25,5.0
108123,1682,1.0
108123,1923,5.0
108123,1333,4.0
108123,1729,5.0
108123,1674,4.0
108123,4246,2.0
108123,778,2.0
108123,1220,3.0
108123,2916,1.0
108123,2115,2.0
108123,145,3.0
108123,2194,4.0
108123,2770,3.0
108123,1663,4.0
108123,1994,3.0
108123,500,3.0
108123,3481,3.0
108123,1213,5.0
108123,50,3.0
108123,4085,4.0
108123,21,5.0
108123,1466,5.0
108123,3386,4.0
108123,2329,5.0
108123,4369,3.0
108123,1610,3.0
108123,3623,2.0
108123,6711,4.0
108123,1962,4.0
108123,5669,3.0
108123,3949,5.0
108123,5377,3.0
108123,1221,5.0
108123,3408,4.0
108123,2580,2.0
108123,3418,5.0
108123,3147,3.0
108123,2455,4.0
108123,3671,3.0
108123,1252,5.0
108123,2019,3.0
108123,471,2.0
108123,1625,3.0
108123,908,4.0
108123,1089,5.0
108123,1393,4.0
108123,4262,4.5
108123,3702,4.0
108123,608,5.0
108123,593,5.0
108123,2000,5.0
108123,508,2.0
108123,1747,3.0
108123,223,2.0
108123,474,5.0
108123,1912,5.0
108123,1219,5.0
108123,899,2.0
108123,4027,4.0
108123,2395,4.0
108123,441,4.0
108123,1721,2.0
108123,2028,4.0
108123,1090,5.0
108123,377,1.0
108123,1345,3.5
108123,70,3.0
108123,527,4.0
108123,4776,4.0
108123,2997,2.0
108123,2797,2.0
108123,6378,2.5
108123,2571,2.0
108123,318,2.0
108123,3755,4.0
108123,2058,2.0
108123,4361,4.0
108123,6,5.0
108123,5060,5.0
108123,1573,1.0
108123,1748,2.5
108123,1276,5.0
108123,5418,3.0
108123,910,4.0
108123,4975,2.0
108123,6502,2.5
108123,2278,4.0
108123,288,5.0
108123,296,5.0
108123,1285,3.0
108123,1270,3.0
108123,1208,5.0
108123,1204,4.0
108123,480,2.0
108123,1206,4.0
108123,4848,4.0
108123,1266,5.0
108123,36,5.0
108123,2529,2.0
108123,39,4.0
108123,2076,4.0
108123,780,1.0
108123,3160,5.0
108123,111,5.0
108123,2353,1.0
108123,1732,5.0
108123,953,3.0
108123,1805,3.5
108123,1673,5.0
108123,110,1.0
108123,2150,3.0
108123,1222,5.0
108123,260,2.0
108123,1918,2.0
108123,2616,1.0
108123,349,2.0
108123,597,1.0
108123,8798,4.0
108123,1358,5.0
108123,750,5.0
108123,1092,4.0
108123,1617,4.0
108123,2054,3.0
108123,1954,4.0
108123,208,2.0
108123,1653,3.0
108123,2915,3.0
108123,150,1.0
108123,1704,5.0
108123,32,5.0
108123,185,2.0
108123,1234,4.0
108123,3751,1.0
108123,3256,3.0
108123,3101,4.0
108123,3174,3.0
108123,350,3.0
108123,1394,4.0
108123,2692,4.0
108123,2700,2.0
108123,784,3.0
108123,1784,2.0
108123,5956,3.0
108123,2268,2.0
108123,1036,3.0
108123,3253,2.0
108123,924,4.0
108123,913,5.0
108123,736,1.0
108123,1288,5.0
108123,293,5.0
108123,3020,3.0
108123,3552,3.0
108123,1396,2.0
108123,1249,5.0
108123,1097,2.0
108123,592,2.0
108123,368,3.0
108123,1136,3.0
108123,2640,3.0
108123,3578,1.0
108123,2396,2.0
108123,161,2.0
108123,1265,2.0
108123,1917,2.0
108123,1073,2.0
108123,903,4.0
108123,380,2.0
108123,2355,5.0
108123,337,5.0
108123,1079,5.0
108123,1552,3.0
108123,253,1.0
108123,2539,2.0
108123,969,4.0
108123,923,4.0
108123,434,2.0
108123,235,4.0
108123,1233,4.0
108123,733,2.0
108123,3535,3.0
108123,4018,3.0
108123,3448,4.0
108123,4816,2.0
108123,1343,4.0
108123,266,5.0
108123,919,2.0
108123,3252,3.0
108123,1391,2.0
108123,95,1.0
108123,4321,3.0
108123,1304,5.0
108123,47,5.0
108123,1408,2.0
134220,543,3.0
134220,597,4.0
134220,1882,1.0
134220,208,3.0
134220,364,4.0
134220,161,3.0
134220,1,3.0
134220,1270,4.0
134220,185,2.0
134220,1573,4.0
134220,1215,4.0
134220,3033,3.0
134220,32,5.0
134220,552,3.0
134220,223,2.0
134220,1293,5.0
134220,2353,2.0
134220,590,5.0
134220,1200,5.0
134220,3082,3.0
134220,3253,3.0
134220,2640,4.0
134220,474,3.0
134220,1393,4.0
134220,1307,3.0
134220,527,5.0
134220,1645,2.0
134220,3863,3.0
134220,1587,4.0
134220,3107,3.0
134220,1347,2.0
134220,104,4.0
134220,589,5.0
134220,2002,4.0
134220,1479,3.0
134220,3751,3.0
134220,163,3.0
134220,1732,4.0
134220,1921,3.0
134220,2081,5.0
134220,1028,4.0
134220,2021,3.0
134220,292,3.0
134220,1917,2.0
134220,1777,3.0
134220,2762,4.0
134220,21,4.0
134220,70,2.0
134220,3176,3.0
134220,2455,3.0
134220,2797,3.0
134220,953,2.0
134220,6,3.0
134220,288,2.0
134220,1485,3.0
134220,2085,3.0
134220,2028,3.0
134220,2616,4.0
134220,2539,4.0
134220,2641,3.0
134220,3527,5.0
134220,736,3.0
134220,2167,3.0
134220,2761,4.0
134220,2529,5.0
134220,2193,4.0
134220,231,4.0
134220,802,4.0
134220,1608,3.0
134220,1356,5.0
134220,1375,3.0
134220,553,3.0
134220,1374,4.0
134220,1148,3.0
134220,2987,4.0
134220,3175,4.0
134220,2105,2.0
134220,1673,3.0
134220,778,1.0
134220,442,2.0
134220,2997,4.0
134220,648,4.0
134220,11,4.0
134220,2407,3.0
134220,586,1.0
134220,1466,4.0
134220,1584,5.0
134220,196,1.0
134220,1544,2.0
134220,1027,3.0
134220,3826,2.0
134220,150,4.0
134220,919,2.0
134220,1199,4.0
134220,2791,3.0
134220,3793,4.0
134220,344,3.0
134220,1407,2.0
134220,2571,5.0
134220,2001,4.0
134220,1097,3.0
134220,2542,4.0
134220,2424,2.0
134220,2599,4.0
