userId,x,y,activity
2507,-89.31140763035539,-1.0484122146683752,228
2515,-83.6687313742137,-1.0439054868442017,141
2517,-86.3838645003772,0.8702656818265824,263
2518,-85.52997376103677,-0.880216970993137,237
2544,-88.42795589358131,0.1437509692299275,255
2558,-90.89028753982254,1.3738672595988295,321
2568,-80.15901002352943,1.3392826123924992,318
2606,-87.20579222792799,-0.5233120115430603,132
2611,-76.07777208023697,-8.288372502644284,261
2644,-87.75423920543578,-3.081483590330231,227
2650,-88.14265966498553,0.4442992760431864,164
2657,-93.01319322083256,4.915917259492391,418
2661,-89.75029510492985,-0.5535699754351961,174
2669,-89.17582857160438,0.0364945652753688,469
2684,-91.11297764366716,2.956364579173428,202
2702,-88.41163009592287,-0.3258741143758647,204
2711,-91.20599033030558,-5.207731679362378,329
2718,-94.5278657108614,-1.9992045651583916,385
2732,-85.23593094519329,0.8797845191268612,222
2742,-86.76783144101785,0.0337530417855299,179
2756,-83.00074198847932,-0.2494896114703331,278
2757,-91.36131833137928,-4.3945630897538095,329
2762,-87.97416062225595,-4.139546980951099,348
2772,-86.44434800059352,2.306171854798644,390
2780,-85.9940263818081,-2.15180965669106,269
2812,-90.94445334460328,3.8638855370496223,203
2843,-77.47068471207952,-6.11016740428312,350
2864,-88.79378951653048,1.2216730533424944,206
2866,-88.57418143474126,-5.292592179510852,298
2868,-86.91002696436918,-2.2137511259353566,328
2891,-81.05110470577895,-4.332271347450206,269
2898,-89.35786107834052,1.2502472157920752,210
2903,-90.8491812367356,0.2465607049170779,260
2909,-81.43854747983421,-0.876534806474774,258
2915,-86.43884371887295,0.6784978048518668,328
2925,-87.86638718531641,0.9125620837807996,211
2928,-83.86757574204536,-4.016069476856711,148
2930,-88.95698664638633,4.795580793367176,325
2942,-89.22312997258683,-0.6783280239842953,189
2945,-90.16001828731306,3.380746153072685,387
2955,-87.65439958478258,-0.1267289418389778,211
2959,-86.34782127958735,0.2728220293195699,286
2988,-88.0178154901729,-3.0550946405559625,304
3020,-87.68368495526923,2.2503430659823267,211
3029,-83.4432951993773,1.138118793399735,111
3031,-82.4933629661045,-1.3848314452433237,192
3033,-86.90895610962524,-2.372217592933163,294
3051,-86.2980283545246,0.607872272101198,145
3086,-89.32319219188672,7.371307263716719,307
3127,-78.73268625508533,-7.231949277500818,175
3157,-87.14326039924029,2.294940418121975,237
3163,-88.04595725913737,-0.2955404736520045,159
3171,-90.48988019518517,-1.214888676975303,465
3173,-87.09327764657253,2.4355180452341845,220
3179,-84.96714289937225,-0.6253108447029203,291
3184,-87.51030403211098,-3.477875543393727,298
3197,-93.28150453715064,0.4863514450058447,341
3201,-81.11642594667936,-2.131950202876936,249
3207,-90.63529650016396,1.841759943920016,224
3210,-91.15482855476247,4.079201238988232,208
3218,-81.11190522907421,-1.924530509581888,364
3236,-87.88337771768992,2.7815709622894413,229
3249,-86.10155844610924,-1.826980265525237,143
3251,-87.87661784361279,-0.0128169493523429,232
3257,-82.49515932865476,-1.5125577515754938,269
3263,-85.86861733997966,0.3493577826994601,158
3268,-89.80466904733083,2.460518709496857,284
3269,-89.52591277681458,-0.4021486934514015,296
3277,-78.46651389925192,2.573332759287233,338
3284,-90.74514670648016,-1.8833018338963576,399
3289,-86.24867677321666,-1.9112966908984592,409
3293,-83.44557044235412,-1.4162566355597606,280
3295,-86.43249604735335,-2.7468985186985875,267
3318,-88.02889173349224,0.7585124276349164,514
3352,-82.99055013802504,0.0165230790389633,167
3364,-93.56306002567383,1.409624110239602,256
3397,-79.95777067876598,-3.9296711913559834,379
3406,-87.91783485489222,-1.6521676491388602,149
3424,-81.41600185163905,-0.0201557615576573,275
3428,-90.98604678185993,-1.0431216867677653,210
3443,-85.32372846778311,-0.7143799757528156,208
3450,-75.63795341874305,-5.762672670764496,304
3457,-84.86607956147175,1.2690421321728882,262
3461,-88.88421202396314,-2.339446325177205,340
3487,-90.4824885284959,3.2192537497675886,487
3490,-81.69188871913461,-1.5474343404434572,366
3508,-82.34365966426249,-1.4763062961176203,220
3513,-88.20111156422126,5.140503452010929,328
3514,-92.20021176424852,-0.2035969397439774,355
3515,-88.39999691061632,-2.4023136987362945,192
3530,-91.5214980402933,4.954458139880382,215
3540,-86.56805609190752,1.455636775616566,198
3571,-86.73578908022493,1.7179932873350277,140
3576,-80.69444111019784,-2.294227620535477,441
3589,-82.60324776614917,-2.7282361876708228,315
3592,-83.48573941595566,-5.50888910547968,266
3597,-88.13889972001604,0.3221901809867453,182
3618,-89.29932380790687,4.679603708632976,406
3625,-86.58385308097199,-0.8628032918751861,249
3629,-88.39552047705182,3.5096875451321345,487
3651,-83.55960540132537,3.305367650794369,238
3660,-78.10297794652114,-2.4183726402998307,285
3663,-86.18995308935547,1.1140419837655038,281
3664,-85.14994663359482,5.980514984781998,422
3667,-87.03071517458227,-4.123149835697562,234
3673,-83.03835655891586,1.5970159085582727,206
3676,-85.89290463049583,1.4714320832231942,273
3697,-85.03805101786459,-0.1497536110478641,274
3700,-86.6231104532528,-3.1823166771712343,210
3704,-94.97192294287382,1.9835763227330945,348
3743,-86.71554000967929,1.4269905052797005,437
3746,-86.7858509500348,1.6700837340396737,247
3761,-92.3874264881365,6.1148942982853,358
3774,-81.43370609181031,1.3307542154202177,129
3797,-76.68413973998722,-0.1944521712198457,347
3827,-87.71959035954475,-2.513804858431849,226
3846,-88.01073245998998,-0.8016753751321154,79
3858,-77.28380271331243,-7.239125782241033,419
3864,-84.76711413132419,4.120722454340111,431
3890,-87.46065764033189,-1.6024980156593114,196
3899,-88.76798253482895,2.074654295054627,181
3907,-83.1831186022913,-1.290190130021409,492
3916,-85.12612781975393,-3.384068067490485,201
3927,-85.23216576451654,2.134457255460024,338
3948,-84.93968132419604,-3.651192272963416,384
3971,-88.43158916179158,6.592950231755949,328
3976,-87.18598199539768,-3.5047871636606525,180
3986,-94.97728974747916,1.1345375804362725,302
3990,-82.21294430606163,1.237960025591534,323
4033,-89.75129737865099,-0.0351087113935706,131
4034,-84.0262831822064,0.0554838203910573,351
4038,-82.02489615291725,-1.644981925788132,304
4066,-82.92205871515854,-2.563852709178052,279
4083,-90.91524878029529,2.381557998077225,277
4084,-96.48343825640968,-3.597016207741119,378
4087,-88.42658339672424,-0.700811173104357,251
4089,-90.97934002452976,2.4094984125867005,293
4114,-86.77586124636169,1.0321136033055085,199
4129,-89.53911626969182,-1.1707303395818065,502
4140,-81.78160083390064,2.910795996655749,190
4150,-93.59314812367542,-2.3296135310149584,375
4184,-79.05136178471109,-5.385555361806262,338
4191,-75.07470118761573,-16.10216778612987,347
4215,-91.92756996476678,-1.2614963467029834,197
4217,-76.65250936704295,-1.9325428262446196,255
4222,-97.5163076706713,-0.2393307909521663,473
4244,-86.53291418408861,1.5993567456867308,286
4252,-91.72253048741068,0.049839613822533,255
4276,-70.76228848360002,-0.1046810556125486,381
4284,-90.11119994579526,2.059962582773777,190
4285,-87.30116412067264,0.4042789108360269,173
4290,-82.79582180987654,-0.4818830061557879,280
4295,-91.60725973070107,-0.0569461275926955,400
4302,-84.183874884214,-1.6556879312188737,187
4308,-92.80476462536546,3.485229264208412,374
4309,-86.22455020268103,-0.125319111946662,171
4311,-82.86517028122852,2.3422035756948008,285
4313,-89.4309823120558,-2.500237699614064,253
4331,-89.07682103249623,-1.5386435921271662,187
4347,-74.6258417516612,-3.598295067750251,449
4357,-82.84845810721491,-1.1848175474023623,268
4358,-98.37062803224045,-0.9036481046259588,542
4371,-83.39898160096276,0.7974025945718649,201
4389,-86.31804624386251,1.1883061673491897,297
4417,-88.64149131999645,-1.892418997196484,287
4423,-93.15035154945828,0.5890708547623011,330
4428,-85.12325463567933,2.1434577776898736,297
4450,-78.34711271396694,1.7804635544747356,379
4483,-91.835957094044,-1.2809846030039904,195
4500,-97.02737655950868,1.8552806568708944,303
4507,-86.92849494695486,-4.019723167320564,514
4526,-91.56235027844365,-1.0341161496745648,255
4529,-78.61289990811838,1.3755634960000265,535
4531,-84.93971131576448,-3.159432190169451,288
4548,-89.39060701966864,0.3614874275963191,182
4551,-88.178792986034,-0.7197427192588778,207
4563,-85.05821310826312,-1.5283435974046788,199
4575,-91.30230225310268,0.7923154666556034,281
4581,-86.88556693534112,-3.1906412225253766,280
4587,-87.84153692774125,-0.7980394034054565,215
4594,-104.96924656008092,0.8266304575952548,485
4598,-90.15119970784713,0.4643798459493082,411
4600,-88.16873376968593,3.82607049769959,315
4605,-85.52265732022049,-0.3145611155672272,152
4607,-88.69335586209957,0.0772256866315896,179
4629,-85.46369502076438,-0.1941602373180864,239
4634,-90.5768007769294,1.66800058982678,291
4641,-85.50765223565918,-1.5487806351844229,283
4660,-87.65840334331874,-1.8532625358997228,201
4677,-89.18904642400783,-0.3600301106431994,369
4696,-101.46329949841542,-0.2550456251624279,514
4745,-86.42832975169684,-1.4432020854284011,169
4748,-83.93573936174646,2.762028237335835,367
4759,-89.25516129718758,-4.179274837879171,362
4760,-92.03720239265463,4.574781552816102,290
4769,-82.6164214485415,-1.800006434258266,283
4772,-89.40456448618748,2.741407413938465,254
4786,-87.3780206219122,-0.7791146409461686,256
4793,-87.44609279115829,-2.015508224448205,211
4822,-91.12987006140968,-0.2364495102455863,241
4829,-87.05629112336122,0.8644494730216368,122
4831,-77.90355349511148,-4.444747566809456,323
4855,-87.31158480205985,0.825471095588857,270
4866,-90.4183649927709,-2.0719166335690664,251
4884,-86.90205628653412,-1.4340108595728671,313
4914,-86.53409694540177,-1.3357707747479963,375
4924,-83.82697242070047,-1.003948528361698,293
4937,-87.61916806833095,2.378003717966222,261
4955,-82.69698132294205,-0.4946081104319451,235
4965,-85.66671905542563,3.548215764607377,224
4967,-85.21582557909511,3.301160826072589,422
4968,-87.151592355849,2.79211414809647,368
4974,-78.88489298111917,-4.971749962937965,238
4989,-89.37963883654152,3.5300056151853667,217
4999,-81.66769683672943,-5.6211094028741,256
5007,-90.80743671874656,-1.004547076162122,142
5036,-77.41344312146803,-8.746704737626365,289
5041,-88.41828522806732,-4.736941406012128,216
5043,-93.3953794272056,-0.0904053660739616,237
5046,-82.80275880726761,-3.2638978807758114,241
5063,-80.99683704090037,2.6560897229965668,348
5070,-92.58861350281376,-1.9674854676101816,195
5074,-84.76792913405501,-1.389571623603273,200
5076,-83.31383381621319,0.0041154487347624,337
5080,-89.34503081169285,1.7314706326180027,256
5084,-94.1131857119338,5.361509146645515,347
5092,-89.22587510264265,1.1896668926216036,254
5102,-88.6190158998944,1.203245760683484,328
5107,-81.65285179637947,-1.3300946608748403,254
5110,-83.57269765551537,0.2550768730640468,161
5137,-77.08933020446466,-8.681581633074483,349
5138,-82.95130243011722,0.8283213335333032,236
5155,-93.50981698956998,3.2933292042634714,429
5157,-95.55839594563254,7.638993103020359,338
5178,-86.42054144844577,0.7621432002873312,191
5195,-90.72732270336888,-2.3853726999262763,327
5209,-89.03429669802163,-1.5477671509204165,237
5216,-91.93254206418052,-3.685201438624179,288
5225,-88.374756464717,2.507819644036557,198
5231,-86.61852076757555,0.0456042463132455,290
5276,-85.91372983040704,-0.6489881812729038,171
5303,-92.51503402921708,5.760863543155665,340
5314,-82.9889335724164,2.1970569249864527,405
5329,-89.52597412282802,-0.1376996111706737,214
5337,-83.07264547216124,-0.1997029946875187,214
5347,-73.57193641508954,-9.081967202098298,235
5348,-80.28805291446643,-1.8748809920815952,254
5352,-87.12804658678766,4.476824566758263,354
5353,-87.9770213139851,-1.7820851642224842,161
5360,-83.96199555895461,-0.5099372078509342,254
5375,-90.05247965401573,2.772731826006772,160
5382,-85.34361577521426,-2.5300706230063144,267
5384,-86.98842962514568,-3.1465561110595,259
5393,-86.93354790081224,-2.1091931043158465,417
5403,-87.64560385158356,1.8194936630929452,261
5412,-95.01529814029416,1.586088790417686,265
5416,-90.67901981867506,1.1377396820100505,156
5450,-84.61820939654687,3.342675361027254,234
5453,-88.05423164306927,-0.5928552391579627,224
5466,-83.93220098414736,4.242340417939035,269
5468,-89.64666601193147,2.6700558442566136,226
5475,-91.50294289828028,-3.096221239309371,371
5482,-85.87115482116593,0.0384396476142351,253
5483,-84.42662176825311,2.8477387055827825,336
5503,-88.845301475112,2.158624211487957,289
5504,-82.53756573493868,2.091984901892822,242
5506,-88.72911221754225,5.199387762584712,369
5513,-92.54955142205657,1.6684514641015848,206
5518,-85.26178872072138,-4.536761947838956,337
5531,-84.21443914855122,-0.7998699703171751,160
5544,-98.58505886425274,2.159287296481294,319
5546,-93.70347766617776,5.044782975463422,198
5565,-81.89249890244052,1.0637981973942805,184
5570,-85.05774565428788,-6.383926376762201,222
5576,-89.44873895838083,-6.191275304634173,468
5604,-87.36301997440526,1.1248260070761384,169
5606,-90.46011758443233,4.199581196275795,252
5613,-88.18169387492112,-1.2423222258377986,270
5621,-91.09775229602036,-0.4925981982132295,195
5622,-88.67004995097254,2.894467446868189,130
5623,-86.4333262139905,-1.1945593639886385,414
5691,-73.59377043342907,-7.021783395870875,217
5695,-89.90155083149698,3.494265693413463,194
5698,-81.51496047409846,-3.7125110272425546,235
5706,-92.8949173369862,0.0913611148638548,352
5725,-89.85898011446862,-0.9912015860969946,382
5726,-82.64166886008945,-3.996071202499369,371
5730,-92.60450893476366,-0.2092785516025885,317
5743,-76.156832005282,-3.036383848067996,254
5749,-93.51372163675931,-3.5160606371617065,397
5768,-82.4027664834287,-5.114169398574385,463
5784,-91.84545735149204,3.20052663672724,372
5791,-90.27276318940184,-1.582435175781577,314
5814,-90.6213863542662,-1.8677038503696457,220
5825,-85.694173552905,-0.8425736846948564,225
5827,-87.5399293647929,-1.9819281752670876,207
5832,-85.06740753904666,0.4964193564290234,271
5843,-93.8154096884514,-0.2998491673647828,491
5878,-88.80820111080024,-3.3624283711591447,269
5900,-82.04686231846836,-5.449692925040148,321
5904,-92.88820143376016,-2.738301489460146,323
5922,-86.73640872255172,-0.2694391249152282,171
5929,-89.84798298306733,-0.6004728613223139,327
5952,-81.69918442379566,-5.615486833163076,225
5954,-82.36185999239828,0.8725794023574684,361
5960,-90.49488457699532,-0.8796698092845467,320
5995,-87.31527617639124,-0.6608550500190953,324
6000,-84.67938545331441,0.3043929808185043,264
6002,-92.1462767652788,2.6090663428638754,208
6021,-89.18657630595774,5.859637958434804,228
6030,-86.78731064326585,-0.3212214681219479,142
6034,-85.41206906849003,-0.9280066303591618,341
6039,-92.97468956081217,1.2690207018169573,223
6052,-81.61526092666263,-1.3365841184822196,173
6057,-82.86719105314286,-0.1241772764514644,196
6059,-91.83868969913966,5.42261212880302,185
6060,-84.78301238621465,-2.315327317754128,224
6093,-86.87907358786296,2.000204651826966,172
6095,-91.59722479196826,4.044614239980929,188
6099,-87.00535474151874,-4.67625283562179,525
6108,-88.752088724896,1.2189877440386008,267
6111,-87.5332095785933,0.3037478932136248,299
6112,-89.0439534393881,2.370973788315472,434
6114,-88.3931018299991,-2.508674710036738,231
6132,-87.40671846149647,0.4691282016172009,246
6141,-90.27182033159502,-0.8118245137774692,335
6145,-88.0305833383332,-1.113842007163953,192
6152,-80.7267501391487,-3.09464614527647,231
6166,-89.42520947361733,-2.886828292427753,340
6175,-84.70531760879186,4.314786179373358,344
6207,-88.47290385249279,-5.495979980206119,250
6232,-87.36455101143397,-3.4757651672694627,428
6233,-86.22379119917676,-0.0019829753680477,200
6236,-84.62505523918664,-0.6238181201190381,250
6255,-81.38802470905235,-1.755385903630665,162
6314,-90.97822774936388,-4.420196931560269,414
6318,-90.22784874509914,-1.2863444250882228,204
6333,-87.25779957928913,0.6609032927674119,245
6349,-82.21499934911066,-9.403332708642964,335
6366,-90.822747814158,0.4591919854812645,420
6369,-82.73569572773528,2.4224064728495747,329
6373,-72.17549837506941,1.0404642244320277,480
6387,-82.26352488928822,-2.787460848926305,261
6388,-86.28398670743287,3.373794722192902,251
6390,-87.26990461057936,-0.4257810864932382,179
6418,-90.4656940619083,2.9385697273708606,396
6429,-85.37974671492539,-0.6470413203632692,103
6431,-91.36537183817391,2.4331098089985868,244
6447,-84.60126111214164,-3.4426136039063797,410
6449,-85.10720561537086,-0.8580184934069899,174
6465,-87.65851254850783,-0.4499513347990904,169
6540,-89.03778670716774,1.0960993648958608,240
6569,-79.52190807898289,-1.0210989320715849,269
6578,-89.12515245797056,7.28710107946008,383
6597,-75.17723530034264,1.059187203772672,211
6602,-88.03682701417176,-2.234169610274249,163
6624,-83.93723185025273,-0.8032552735586738,225
6630,-88.64546281634516,2.348722335198915,400
6636,-95.40392122133268,-4.79477284205017,479
6715,-87.00323246746645,3.1136025100895823,181
6719,-94.77926931367789,1.233712494529236,457
6722,-86.09213257124269,-4.372688681955292,340
6739,-78.77990654479312,-6.251955025787555,301
6743,-89.50065451937711,2.145022268302644,354
6814,-77.50962353116785,0.6385847753792306,258
6824,-90.00786336339203,-2.671478864132256,278
6843,-81.71783874784737,2.0894880021590585,269
6861,-89.44634496629027,-0.0030505156917107,262
6873,-88.18204741529723,-6.908306113014137,453
6880,-91.04066186724302,-0.7276854050092516,326
6881,-81.20269531723655,-5.054297346716834,353
6889,-90.34043592943182,2.367715266436515,246
6904,-87.39760042907656,1.582968794407615,191
6915,-91.90237339571168,-0.1598020061919807,141
6917,-78.57708183750334,-3.230368450207273,269
6921,-82.83516348981642,-3.7605150733971024,474
6964,-87.06711206575686,3.3831362196881365,304
6976,-75.88604590903017,1.3735647046346389,493
6978,-85.27599094933505,-5.904666173830992,454
6988,-81.68943722857524,-3.918155196016727,276
7010,-87.60018107134125,-2.3642685970153625,242
7032,-87.74479462668796,-1.59101997082974,182
7036,-83.07171821043865,2.938112279017989,360
7038,-86.79576538497754,-2.9376377647205225,265
7051,-94.28079403227052,-0.6017605298228719,420
7132,-87.52115652803808,4.829943388500374,252
7148,-82.14041120906573,0.9137461009548492,228
7159,-94.04305120459028,9.010128040138454,430
7172,-88.51406456319769,-0.6430319966867369,211
