userId,target_item,pred_top5,was_missing,pred_top10
1643,1562,3.24,True,2.92
1644,1562,2.54,True,2.55
1667,1562,2.34,True,2.29
1672,1562,3.0,True,2.99
1678,1562,2.84,True,2.87
1741,1562,2.47,True,2.26
1746,1562,2.84,True,2.82
1748,1562,3.27,True,3.04
1763,1562,2.48,True,2.57
1810,1562,3.15,True,2.96
1815,1562,2.77,True,2.81
1825,1562,2.77,True,2.78
1837,1562,2.84,True,2.82
1876,1562,1.76,True,1.69
1887,1562,3.32,True,3.2
1908,1562,2.66,True,2.5
1931,1562,4.18,True,3.61
1937,1562,2.84,True,2.82
1963,1562,2.84,True,2.85
1984,1562,3.43,True,3.28
2004,1562,3.19,True,3.06
2008,1562,2.78,True,2.58
2024,1562,2.98,True,2.9
2029,1562,2.76,True,2.7
2051,1562,2.95,True,2.83
2068,1562,3.07,True,2.96
2072,1562,3.02,True,2.94
2082,1562,3.53,True,3.28
2084,1562,2.09,True,1.98
2099,1562,2.98,True,3.15
2107,1562,3.69,True,3.45
2113,1562,2.2,True,2.51
2147,1562,3.54,True,3.3
2161,1562,3.75,True,3.64
2184,1562,2.74,True,2.76
2198,1562,2.64,True,2.63
2209,1562,2.26,True,2.53
2217,1562,2.47,True,2.31
2242,1562,3.24,True,3.06
2269,1562,2.41,True,2.57
2270,1562,2.53,True,2.72
2274,1562,3.52,True,3.23
2289,1562,2.26,True,2.48
2310,1562,2.84,True,2.82
2311,1562,3.24,True,3.15
2352,1562,2.64,True,2.52
2367,1562,2.96,True,2.94
2368,1562,2.75,True,2.74
2374,1562,2.55,True,2.56
2433,1562,3.05,True,2.95
2483,1562,2.94,True,2.78
2484,1562,2.96,True,2.75
2502,1562,3.36,True,3.23
2507,1562,3.0,True,2.92
2515,1562,2.39,True,2.57
2517,1562,3.04,True,3.06
2518,1562,3.11,True,3.14
2544,1562,2.11,True,2.4
2568,1562,3.04,True,2.92
2606,1562,2.63,True,2.7
2644,1562,2.87,True,2.77
2650,1562,2.73,True,2.88
2661,1562,3.0,True,3.03
2684,1562,3.77,True,3.51
2702,1562,2.38,True,2.55
2711,1562,2.84,True,2.82
2732,1562,3.01,True,2.92
2742,1562,3.14,True,2.97
2757,1562,2.91,True,2.78
2772,1562,3.16,True,3.16
2780,1562,2.52,True,2.47
2812,1562,3.82,True,3.64
2843,1562,1.43,True,1.57
2864,1562,3.02,True,3.11
2898,1562,2.76,True,2.92
2903,1562,2.92,True,3.05
2909,1562,2.36,True,2.37
2915,1562,2.83,True,2.81
2928,1562,1.43,True,1.99
2930,1562,3.21,True,3.21
2942,1562,2.84,True,2.82
2955,1562,2.98,True,3.01
2959,1562,2.71,True,2.71
2988,1562,1.7,True,2.08
3020,1562,2.63,True,2.63
3029,1562,2.87,True,2.84
3031,1562,1.87,True,2.11
3033,1562,2.62,True,2.64
3051,1562,2.86,True,2.86
3086,1562,3.88,True,3.81
3127,1562,1.25,True,1.73
3157,1562,3.41,True,3.16
3163,1562,2.84,True,2.85
3201,1562,1.67,True,1.81
3249,1562,1.92,True,2.27
3251,1562,2.91,True,2.86
3257,1562,2.56,True,2.71
3263,1562,3.02,True,2.93
3268,1562,3.52,True,3.41
3289,1562,2.02,True,2.33
3295,1562,2.94,True,2.68
3352,1562,2.37,True,2.64
3364,1562,3.34,True,3.16
3406,1562,2.85,True,2.76
3428,1562,2.7,True,2.89
3443,1562,2.8,True,2.76
3490,1562,2.83,True,2.73
3508,1562,2.52,True,2.57
3515,1562,2.84,True,2.72
3530,1562,3.77,True,3.42
3540,1562,3.13,True,3.08
3571,1562,3.16,True,3.06
3589,1562,2.22,True,2.45
3618,1562,2.97,True,2.9
3625,1562,2.85,True,2.79
3651,1562,2.73,True,2.76
3660,1562,2.21,True,2.15
3667,1562,2.45,True,2.59
3673,1562,2.61,True,2.6
3700,1562,2.12,True,2.22
3704,1562,3.81,True,3.73
3774,1562,2.84,True,2.82
3797,1562,2.53,True,2.44
3827,1562,2.3,True,2.4
3846,1562,2.91,True,2.86
3890,1562,2.49,True,2.62
3899,1562,2.84,True,2.91
3916,1562,2.56,True,2.7
3948,1562,2.17,True,1.84
3976,1562,2.82,True,2.55
3986,1562,3.28,True,3.24
3990,1562,2.78,True,2.83
4033,1562,2.84,True,2.82
4087,1562,2.77,True,2.78
4089,1562,3.58,True,3.38
4114,1562,2.88,True,2.75
4150,1562,2.49,True,2.52
4217,1562,2.25,True,2.38
4244,1562,3.25,True,3.11
4252,1562,3.31,True,3.1
4276,1562,1.97,True,2.19
4284,1562,3.19,True,3.18
4285,1562,2.84,True,2.89
4290,1562,2.44,True,2.42
4302,1562,1.81,True,2.19
4309,1562,2.84,True,2.82
4313,1562,2.85,True,2.6
4331,1562,2.82,True,2.81
4347,1562,1.68,True,1.84
4357,1562,2.64,True,2.62
4371,1562,3.0,True,2.92
4389,1562,2.96,True,2.85
4417,1562,2.58,True,2.74
4450,1562,3.05,True,2.93
4483,1562,3.0,True,2.92
4500,1562,3.95,True,3.55
4531,1562,2.39,True,2.55
4548,1562,3.23,True,3.05
4551,1562,2.41,True,2.72
4563,1562,2.66,True,2.72
4575,1562,2.92,True,2.85
4581,1562,2.58,True,2.68
4600,1562,3.19,True,3.08
4607,1562,2.91,True,2.86
4629,1562,2.79,True,2.79
4634,1562,2.89,True,2.87
4641,1562,2.67,True,2.73
4660,1562,2.95,True,2.9
4745,1562,2.84,True,2.82
4748,1562,3.06,True,3.01
4769,1562,2.25,True,2.23
4772,1562,3.08,True,2.9
4786,1562,3.15,True,3.05
4793,1562,2.41,True,2.52
4822,1562,3.02,True,2.93
4829,1562,2.83,True,2.87
4884,1562,2.5,True,2.56
4955,1562,2.39,True,2.51
4965,1562,3.25,True,3.08
4967,1562,3.26,True,3.28
4974,1562,2.25,True,2.32
4999,1562,2.2,True,2.12
5007,1562,2.96,True,2.89
5036,1562,1.82,True,1.95
5041,1562,1.61,True,1.7
5043,1562,2.36,True,2.51
5070,1562,3.02,True,2.92
5074,1562,2.38,True,2.55
5107,1562,2.46,True,2.6
5110,1562,2.83,True,2.81
5138,1562,2.29,True,2.6
5178,1562,3.12,True,3.1
5209,1562,2.85,True,2.83
5231,1562,2.92,True,3.03
5276,1562,2.82,True,2.96
5329,1562,3.2,True,2.93
5337,1562,2.87,True,2.84
5348,1562,2.84,True,2.81
5353,1562,2.73,True,2.6
5360,1562,2.73,True,2.69
5375,1562,3.19,True,3.03
5382,1562,2.34,True,2.5
5384,1562,2.15,True,2.42
5403,1562,3.42,True,3.14
5412,1562,3.02,True,3.11
5450,1562,3.17,True,2.99
5453,1562,2.94,True,2.9
5466,1562,3.38,True,3.36
5482,1562,3.03,True,2.87
5503,1562,2.79,True,2.9
5506,1562,3.77,True,3.69
5531,1562,2.84,True,2.77
5544,1562,3.81,True,3.52
5565,1562,2.84,True,2.82
5570,1562,1.99,True,2.24
5576,1562,2.42,True,2.49
5613,1562,2.66,True,2.81
5621,1562,2.35,True,2.55
5622,1562,3.4,True,3.15
5623,1562,3.16,True,3.03
5691,1562,1.71,True,1.36
5695,1562,3.15,True,3.17
5698,1562,2.84,True,2.75
5730,1562,2.48,True,2.61
5743,1562,2.08,True,2.38
5768,1562,1.29,True,1.7
5814,1562,2.95,True,2.89
5825,1562,2.89,True,2.85
5827,1562,3.06,True,2.95
5832,1562,2.87,True,2.84
5843,1562,2.86,True,3.1
5878,1562,2.51,True,2.62
5900,1562,2.97,True,2.51
5904,1562,2.91,True,2.86
5922,1562,2.72,True,2.75
5954,1562,2.24,True,2.47
5960,1562,3.25,True,2.97
5995,1562,3.44,True,3.28
6002,1562,3.26,True,3.15
6030,1562,2.84,True,2.82
6034,1562,1.86,True,2.19
6039,1562,3.92,True,3.46
6052,1562,2.86,True,2.83
6057,1562,2.96,True,2.88
6060,1562,2.56,True,2.69
6093,1562,3.53,True,3.3
6111,1562,2.65,True,2.67
6114,1562,2.72,True,2.49
6132,1562,2.74,True,2.74
6141,1562,3.15,True,3.05
6145,1562,2.68,True,2.75
6175,1562,3.72,True,3.42
6207,1562,2.26,True,2.32
6233,1562,2.63,True,2.71
6236,1562,2.61,True,2.59
6255,1562,2.08,True,2.37
6333,1562,2.73,True,2.71
6349,1562,1.49,True,1.62
6369,1562,3.36,True,3.1
6373,1562,2.5,True,2.53
6387,1562,2.82,True,2.79
6390,1562,2.48,True,2.7
6429,1562,2.84,True,2.82
6447,1562,2.53,True,2.47
6449,1562,2.81,True,2.81
6465,1562,2.66,True,2.72
6540,1562,3.22,True,3.22
6569,1562,2.29,True,2.11
6578,1562,4.12,True,4.02
6602,1562,2.86,True,2.66
6715,1562,3.44,True,3.46
6824,1562,3.25,True,3.0
6843,1562,2.67,True,2.66
6861,1562,3.21,True,3.18
6880,1562,3.57,True,3.47
6904,1562,3.23,True,3.08
6915,1562,3.08,True,2.97
6988,1562,1.81,True,1.87
7010,1562,2.87,True,2.45
7036,1562,3.0,True,2.93
7038,1562,2.7,True,2.74
7051,1562,3.0,True,3.17
7132,1562,3.82,True,3.64
7148,1562,2.35,True,2.5
7172,1562,2.88,True,2.93
7185,1562,3.34,True,3.04
7217,1562,2.84,True,2.82
7243,1562,2.07,True,2.17
7266,1562,2.47,True,2.44
7286,1562,2.23,True,2.45
7294,1562,3.08,True,3.06
7371,1562,2.97,True,2.83
7390,1562,2.95,True,2.73
7438,1562,3.06,True,2.8
7469,1562,1.27,True,1.88
7472,1562,2.86,True,2.73
7487,1562,2.84,True,2.82
7496,1562,2.41,True,2.33
7498,1562,2.52,True,2.55
7531,1562,2.96,True,2.89
7571,1562,2.82,True,2.72
7633,1562,2.73,True,2.45
7639,1562,2.85,True,2.84
7640,1562,2.47,True,2.6
7648,1562,2.73,True,2.67
7653,1562,3.05,True,2.92
7655,1562,3.36,True,3.25
7693,1562,2.58,True,2.65
7723,1562,3.44,True,3.27
7724,1562,3.07,True,3.0
7738,1562,3.05,True,2.94
7744,1562,3.05,True,3.06
7754,1562,2.84,True,2.9
7759,1562,2.75,True,2.77
7791,1562,3.52,True,3.22
7802,1562,3.72,True,3.37
7820,1562,2.64,True,2.7
7835,1562,2.55,True,2.34
7836,1562,2.84,True,2.84
7850,1562,2.65,True,2.81
7880,1562,2.58,True,2.7
7916,1562,3.07,True,2.95
7929,1562,3.19,True,3.03
7937,1562,2.92,True,2.87
7940,1562,2.92,True,3.03
7954,1562,2.87,True,2.85
7989,1562,1.91,True,1.99
8019,1562,3.01,True,2.66
8053,1562,3.25,True,3.22
8067,1562,3.03,True,2.94
8098,1562,3.13,True,3.0
8128,1562,2.84,True,2.82
8144,1562,3.6,True,3.27
8152,1562,2.71,True,2.75
8172,1562,2.46,True,2.53
8173,1562,2.28,True,2.28
8188,1562,2.42,True,2.64
8207,1562,2.84,True,2.79
8213,1562,2.85,True,2.84
8218,1562,2.92,True,2.97
8249,1562,2.68,True,2.66
8297,1562,3.09,True,2.99
8310,1562,2.22,True,2.31
8410,1562,2.75,True,2.75
8412,1562,2.73,True,2.77
8418,1562,2.72,True,2.75
8441,1562,3.55,True,3.4
8449,1562,2.21,True,2.12
8488,1562,2.87,True,2.85
8498,1562,2.52,True,2.88
8503,1562,3.19,True,3.13
8505,1562,2.96,True,2.89
8514,1562,3.04,True,3.11
8538,1562,2.93,True,2.91
8561,1562,3.04,True,3.03
8575,1562,3.18,True,3.1
8592,1562,2.86,True,2.92
8596,1562,1.97,True,1.97
8601,1562,2.94,True,2.88
8636,1562,2.66,True,2.72
8652,1562,1.72,True,2.19
8655,1562,2.39,True,2.47
8674,1562,3.19,True,3.03
8691,1562,2.84,True,2.82
8703,1562,2.82,True,2.73
8713,1562,3.11,True,3.14
8739,1562,3.08,True,3.06
8761,1562,2.5,True,2.62
8762,1562,2.15,True,2.44
8784,1562,3.81,True,3.71
8828,1562,2.35,True,2.53
8878,1562,2.84,True,3.06
8882,1562,3.06,True,3.22
8891,1562,2.82,True,2.81
8932,1562,2.72,True,2.67
8963,1562,2.69,True,2.57
9034,1562,2.84,True,2.82
9107,1562,3.17,True,2.94
9118,1562,3.58,True,3.76
9121,1562,2.77,True,2.69
9129,1562,2.66,True,2.52
9148,1562,2.82,True,2.88
9156,1562,3.08,True,3.0
9158,1562,2.0,True,2.44
9160,1562,1.67,True,2.13
9170,1562,3.99,True,3.89
9199,1562,2.63,True,3.19
9207,1562,3.26,True,3.04
9231,1562,2.76,True,2.79
9266,1562,3.08,True,2.64
9267,1562,3.37,True,3.3
9272,1562,3.07,True,3.14
9278,1562,2.2,True,2.33
9300,1562,3.05,True,2.93
9359,1562,3.02,True,2.96
9389,1562,2.56,True,2.51
9390,1562,3.06,True,2.96
9403,1562,3.07,True,2.8
9406,1562,3.18,True,3.03
9422,1562,2.1,True,2.31
9454,1562,3.44,True,3.41
9471,1562,2.58,True,2.33
9485,1562,2.49,True,2.62
9490,1562,3.34,True,3.14
9497,1562,3.05,True,3.22
9521,1562,2.13,True,2.41
9545,1562,2.82,True,2.66
9562,1562,4.09,True,3.72
9572,1562,3.82,True,3.73
9577,1562,2.33,True,2.39
9645,1562,2.84,True,2.82
9690,1562,3.33,True,3.12
9736,1562,2.84,True,2.86
9753,1562,2.98,True,2.98
9797,1562,3.5,True,3.26
9817,1562,2.39,True,2.55
9834,1562,3.11,True,3.19
9929,1562,2.48,True,2.57
9934,1562,3.22,True,3.31
9947,1562,2.15,True,2.22
9957,1562,2.66,True,2.71
10001,1562,2.25,True,2.23
10021,1562,4.16,True,3.83
10027,1562,2.69,True,2.73
10039,1562,1.89,True,2.14
10041,1562,1.89,True,2.23
10054,1562,2.95,True,2.48
10055,1562,1.49,True,1.87
10098,1562,3.37,True,3.14
10121,1562,2.82,True,2.81
10129,1562,2.29,True,2.17
10139,1562,2.84,True,2.82
10178,1562,2.67,True,2.74
10179,1562,2.84,True,2.83
10203,1562,2.3,True,2.27
10229,1562,3.96,True,3.94
10248,1562,3.02,True,3.0
10276,1562,2.65,True,2.54
10329,1562,2.85,True,2.95
10387,1562,2.74,True,2.73
10412,1562,3.24,True,3.22
10419,1562,3.06,True,2.84
10437,1562,1.82,True,1.94
10453,1562,3.15,True,3.1
10460,1562,2.66,True,2.7
10489,1562,3.02,True,2.93
10497,1562,2.93,True,2.93
10571,1562,3.25,True,3.04
10573,1562,2.82,True,2.8
10575,1562,2.84,True,2.82
10598,1562,3.17,True,3.01
10621,1562,3.07,True,2.81
10624,1562,2.91,True,2.93
10627,1562,2.32,True,2.36
10649,1562,2.62,True,2.78
10669,1562,3.19,True,3.04
10694,1562,2.84,True,2.82
10752,1562,2.35,True,2.4
10759,1562,2.37,True,2.47
10802,1562,2.62,True,2.6
10804,1562,2.91,True,3.04
10848,1562,2.66,True,2.72
10863,1562,2.75,True,2.89
10887,1562,3.02,True,2.93
10898,1562,1.97,True,2.08
10957,1562,2.87,True,2.85
11014,1562,2.72,True,2.45
11081,1562,1.61,True,1.71
11097,1562,3.27,True,3.2
11117,1562,3.08,True,2.89
11125,1562,3.21,True,3.04
11152,1562,3.57,True,3.47
11187,1562,2.68,True,2.7
11189,1562,2.87,True,2.87
11200,1562,2.84,True,2.87
11223,1562,2.75,True,2.77
11228,1562,2.52,True,2.39
11248,1562,2.83,True,2.62
11259,1562,2.67,True,2.69
11263,1562,2.84,True,2.82
11292,1562,2.01,True,2.16
11304,1562,2.15,True,2.15
11329,1562,2.55,True,2.74
11333,1562,2.77,True,2.46
11345,1562,3.59,True,3.36
11348,1562,2.83,True,2.97
11393,1562,2.52,True,2.39
11401,1562,2.84,True,2.82
11424,1562,3.07,True,3.07
11460,1562,3.11,True,3.0
11493,1562,2.84,True,2.82
11511,1562,3.02,True,2.92
11513,1562,3.18,True,3.02
11525,1562,2.73,True,2.76
11538,1562,3.34,True,3.18
11541,1562,2.76,True,2.83
11557,1562,2.79,True,2.8
11570,1562,2.27,True,2.28
11574,1562,2.08,True,2.52
11579,1562,3.25,True,3.15
11583,1562,2.84,True,2.82
11596,1562,3.05,True,2.98
11712,1562,2.79,True,2.62
11747,1562,3.04,True,3.1
11761,1562,2.84,True,2.82
11784,1562,2.52,True,2.71
11794,1562,2.33,True,2.5
11843,1562,2.84,True,2.73
11865,1562,1.48,True,1.79
11886,1562,2.84,True,2.75
11902,1562,3.36,True,3.28
11924,1562,2.84,True,2.82
12019,1562,2.84,True,2.82
12037,1562,3.33,True,2.95
12040,1562,2.06,True,2.37
12051,1562,2.85,True,2.82
12066,1562,3.08,True,3.14
12080,1562,3.05,True,2.96
12089,1562,2.74,True,2.67
12092,1562,1.99,True,2.48
12100,1562,2.72,True,2.9
12128,1562,3.23,True,3.08
12140,1562,2.81,True,2.97
12149,1562,2.7,True,2.7
12161,1562,2.66,True,2.47
12195,1562,2.48,True,2.48
12220,1562,2.86,True,2.83
12258,1562,2.63,True,2.51
12288,1562,2.64,True,2.49
12296,1562,2.47,True,2.74
12402,1562,3.28,True,3.05
12407,1562,2.95,True,2.87
12417,1562,2.63,True,2.7
12419,1562,3.16,True,3.11
12437,1562,2.29,True,2.47
12531,1562,2.73,True,2.76
12535,1562,3.34,True,3.24
12544,1562,2.31,True,2.38
12590,1562,2.41,True,2.57
12593,1562,2.64,True,2.69
12602,1562,2.97,True,2.89
12649,1562,3.27,True,3.15
12653,1562,2.77,True,2.74
12668,1562,2.97,True,3.05
12679,1562,1.85,True,2.08
12700,1562,3.02,True,2.97
12719,1562,3.49,True,3.23
12733,1562,3.42,True,3.2
12753,1562,2.85,True,2.87
12767,1562,2.61,True,2.53
12770,1562,2.68,True,2.82
12778,1562,2.68,True,2.72
12781,1562,3.05,True,2.94
12785,1562,3.33,True,3.31
12844,1562,3.05,True,2.89
12849,1562,2.54,True,2.47
12859,1562,3.34,True,3.31
12860,1562,2.9,True,2.87
12901,1562,1.59,True,1.77
12954,1562,2.94,True,2.98
12975,1562,3.25,True,3.14
12977,1562,2.69,True,2.73
12999,1562,2.71,True,2.67
13025,1562,2.82,True,2.71
13068,1562,3.45,True,3.18
13069,1562,3.18,True,3.02
13075,1562,2.83,True,2.89
13092,1562,2.83,True,2.66
13170,1562,3.23,True,3.05
13174,1562,2.88,True,2.64
13195,1562,3.02,True,2.83
13205,1562,3.5,True,3.29
13218,1562,2.85,True,2.82
13227,1562,2.09,True,2.43
13255,1562,2.47,True,2.5
13263,1562,2.93,True,2.93
13264,1562,2.21,True,2.35
13324,1562,2.84,True,2.91
13368,1562,2.76,True,2.8
13383,1562,2.84,True,2.82
13413,1562,2.84,True,2.82
13431,1562,2.3,True,2.3
13454,1562,2.84,True,2.85
13487,1562,3.21,True,3.04
13491,1562,2.29,True,2.42
13500,1562,4.02,True,3.54
13543,1562,2.85,True,2.74
13559,1562,2.01,True,2.32
13564,1562,2.61,True,2.68
13565,1562,3.23,True,3.26
13569,1562,1.68,True,2.14
13576,1562,2.59,True,2.61
13589,1562,3.57,True,3.48
13606,1562,2.21,True,2.18
13619,1562,2.35,True,2.53
13640,1562,3.03,True,3.0
13644,1562,3.05,True,3.04
13666,1562,3.21,True,3.12
13680,1562,2.82,True,2.82
13690,1562,2.76,True,2.42
13698,1562,3.21,True,3.03
13718,1562,2.47,True,2.64
13726,1562,2.53,True,2.64
13828,1562,2.84,True,2.72
13838,1562,3.5,True,3.49
13892,1562,2.69,True,2.63
13899,1562,2.78,True,2.89
13916,1562,2.84,True,2.82
13922,1562,2.45,True,2.59
13938,1562,3.91,True,3.45
13944,1562,3.7,True,3.77
13965,1562,3.2,True,3.06
13971,1562,3.0,True,2.92
13983,1562,2.14,True,2.19
14022,1562,2.56,True,2.61
14023,1562,2.84,True,2.82
14024,1562,2.92,True,2.99
14034,1562,2.26,True,2.29
14045,1562,3.21,True,2.95
14071,1562,3.52,True,3.31
14133,1562,3.39,True,3.12
14141,1562,2.72,True,2.75
14153,1562,1.8,True,1.78
14159,1562,2.85,True,2.98
14210,1562,3.13,True,3.02
14231,1562,1.41,True,1.72
14260,1562,2.77,True,2.8
14348,1562,2.92,True,2.85
14374,1562,2.85,True,2.83
14377,1562,2.84,True,2.73
14418,1562,2.49,True,2.63
14430,1562,3.63,True,3.51
14437,1562,2.7,True,2.71
14449,1562,2.54,True,2.58
14451,1562,2.87,True,2.93
14457,1562,2.5,True,2.62
14458,1562,2.93,True,2.78
14473,1562,2.72,True,2.68
14506,1562,2.17,True,2.27
14512,1562,3.6,True,3.48
14551,1562,2.44,True,2.4
14559,1562,3.04,True,3.11
14761,1562,2.84,True,2.82
14826,1562,2.88,True,2.87
14866,1562,2.96,True,2.82
14867,1562,2.91,True,2.74
14896,1562,3.08,True,3.12
14908,1562,2.86,True,2.85
14992,1562,3.55,True,3.65
14994,1562,2.38,True,2.47
15024,1562,3.25,True,3.32
15030,1562,2.84,True,2.89
15043,1562,2.21,True,2.19
15051,1562,3.02,True,2.94
15075,1562,3.14,True,3.16
15108,1562,3.21,True,2.71
15177,1562,3.32,True,3.29
15194,1562,2.78,True,2.81
15196,1562,2.55,True,2.44
15208,1562,1.44,True,1.4
15235,1562,3.29,True,3.08
15242,1562,1.47,True,1.24
15253,1562,2.86,True,2.77
15261,1562,2.7,True,2.86
15299,1562,2.46,True,2.6
15312,1562,3.17,True,3.11
15314,1562,3.98,True,3.7
15322,1562,2.84,True,2.91
15344,1562,2.35,True,2.54
15349,1562,4.86,True,4.32
15361,1562,2.81,True,2.97
15384,1562,2.04,True,2.35
15415,1562,2.84,True,2.69
15425,1562,2.91,True,2.9
15432,1562,2.32,True,2.52
15439,1562,2.5,True,2.66
15447,1562,1.42,True,1.77
15452,1562,3.24,True,3.06
15498,1562,3.26,True,3.06
15529,1562,2.67,True,2.67
15548,1562,2.65,True,2.71
15551,1562,1.9,True,2.34
15571,1562,2.84,True,2.82
15580,1562,2.85,True,2.88
15601,1562,2.0,True,1.92
15655,1562,3.06,True,2.94
15706,1562,2.84,True,2.82
15709,1562,1.86,True,2.23
15718,1562,2.85,True,2.73
15761,1562,2.7,True,2.74
15781,1562,3.33,True,3.1
15803,1562,2.82,True,2.8
15812,1562,2.53,True,2.76
15837,1562,2.63,True,2.51
15844,1562,2.84,True,2.77
15908,1562,2.81,True,2.84
15918,1562,2.6,True,2.7
15937,1562,3.01,True,2.92
15939,1562,3.26,True,3.09
15964,1562,3.36,True,3.21
16005,1562,2.82,True,2.8
16023,1562,2.82,True,2.81
16042,1562,3.7,True,3.51
16048,1562,3.09,True,2.99
16053,1562,2.86,True,2.84
16056,1562,3.69,True,3.5
16075,1562,2.6,True,2.59
16085,1562,3.05,True,2.95
16092,1562,2.85,True,2.68
16116,1562,3.04,True,3.18
16117,1562,2.96,True,2.89
16126,1562,2.39,True,2.64
16127,1562,3.12,True,2.99
16128,1562,2.88,True,2.85
16132,1562,2.14,True,2.42
16137,1562,2.85,True,2.83
16144,1562,3.04,True,3.11
16157,1562,3.39,True,3.21
16161,1562,2.71,True,2.75
16162,1562,3.44,True,3.31
16163,1562,3.73,True,3.52
16167,1562,3.5,True,3.3
16175,1562,2.37,True,2.35
16187,1562,3.42,True,3.32
16189,1562,2.94,True,2.88
16203,1562,2.3,True,2.35
16216,1562,2.76,True,2.77
16228,1562,2.48,True,2.67
16238,1562,3.22,True,3.12
16268,1562,2.41,True,2.39
16270,1562,2.85,True,3.04
16303,1562,2.84,True,2.82
16339,1562,3.36,True,3.38
16343,1562,2.41,True,2.38
16394,1562,3.08,True,3.06
16447,1562,3.04,True,2.94
16452,1562,3.62,True,3.54
16463,1562,2.91,True,3.01
16498,1562,2.21,True,2.45
16509,1562,3.39,True,3.23
16514,1562,2.76,True,2.6
16527,1562,3.21,True,3.04
16551,1562,2.84,True,2.88
16573,1562,2.1,True,2.32
16606,1562,2.81,True,2.72
16612,1562,2.88,True,2.77
16614,1562,3.02,True,3.12
16693,1562,3.14,True,3.17
16696,1562,3.09,True,3.06
16707,1562,3.4,True,3.42
16724,1562,3.1,True,3.23
16745,1562,1.5,True,1.68
16753,1562,3.14,True,2.92
16780,1562,2.84,True,2.82
16784,1562,2.84,True,2.82
16785,1562,3.07,True,3.12
16824,1562,3.95,True,3.82
16835,1562,2.49,True,2.61
16881,1562,3.05,True,2.89
16943,1562,2.95,True,3.08
16946,1562,2.84,True,2.82
16953,1562,2.5,True,2.62
16955,1562,2.5,True,2.62
16977,1562,2.4,True,2.43
16978,1562,3.04,True,2.97
17011,1562,3.31,True,3.32
17022,1562,2.44,True,2.59
17030,1562,2.81,True,2.73
17040,1562,2.84,True,2.76
17061,1562,3.63,True,3.28
17075,1562,3.36,True,3.21
17161,1562,2.32,True,2.45
17163,1562,2.92,True,2.95
17179,1562,2.31,True,2.44
17212,1562,3.03,True,2.87
17250,1562,2.84,True,2.76
17280,1562,2.56,True,2.91
17311,1562,2.68,True,2.73
17319,1562,2.84,True,2.77
17328,1562,2.42,True,2.51
17333,1562,2.76,True,2.87
17348,1562,3.23,True,3.05
17357,1562,3.56,True,3.55
17446,1562,2.19,True,2.31
17455,1562,1.81,True,2.03
17462,1562,2.69,True,2.73
17503,1562,2.44,True,2.49
