user_id,course_index,course_title,rating,course_cluster
U00004,2497,Web Programming with Python,1.3,4
U00004,3507,Fun and creative web engineering with Python and Web2py,1.1,4
U00004,4005,Foundations of Business Strategy,4.8,6
U00004,2611,The Complete PHP MySQL Professional Course with 5 Projects,1.1,4
U00004,44,Black Algo Trading: Build Your Trading Robot,1.0,4
U00004,4387,SAS Programmer,4.8,6
U00004,572,Financial Analysis:  A Recipe for Success,1.2,4
U00004,4342,Preparing to Manage Human Resources,4.8,6
U00005,2546,"Master JavaScript Programming, 3 Projects Included !!",1.0,0
U00005,3325,HTML and CSS for Beginners - Build a Website & Launch ONLINE,2.2,2
U00005,2589,Web Design for Web Developers: Build Beautiful Websites!,2.5,2
U00005,2619,Learn Javascript & JQuery From Scratch,1.4,2
U00005,143,Accounting in 60 Minutes - A Brief Introduction,1.9,2
U00005,4070,Google IT Support,4.8,6
U00005,4314,Oil & Gas Industry Operations and Markets,4.3,6
U00005,3207,The Professional Ruby on Rails Developer,1.7,4
U00005,1819,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,1.0,0
U00005,2619,Learn Javascript & JQuery From Scratch,1.9,2
U00005,2619,Learn Javascript & JQuery From Scratch,1.9,2
U00006,3751,Autism Spectrum Disorder,4.6,1
U00006,4487,The Power of Microeconomics: Economic Principles in the Real World,4.7,1
U00006,4471,The Arts and Science of Relationships: Understanding Human Needs,4.5,3
U00006,2827,Learn HTML5 Programming From Scratch,4.5,5
U00006,3826,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",5.0,1
U00006,4445,Supply Chain Analytics,4.7,1
U00006,2827,Learn HTML5 Programming From Scratch,3.5,5
U00006,3731,Antimicrobial resistance - theory and methods,4.6,1
U00006,4551,iOS App Development with Swift,3.9,5
U00006,2827,Learn HTML5 Programming From Scratch,4.0,5
U00006,3865,Data Analysis and Presentation Skills: the PwC Approach,4.6,1
U00007,1461,Photoshop In-Depth: Master all of Photoshop's Tools Easily,1.6,7
U00007,2782,Web Development By Doing: HTML / CSS From Scratch,1.3,7
U00007,4276,Mathematics for Machine Learning: PCA,4.0,5
U00007,2649,Learn E-Commerce Website in PHP & MySQL From Scratch!,1.4,7
U00007,1896,Free Beginner Electric Guitar Lessons,1.9,7
U00007,3206,PHP for Beginners -Become a PHP Master - Project Included,1.2,7
U00007,1896,Free Beginner Electric Guitar Lessons,1.4,7
U00007,4247,Machine Learning for Trading,3.9,5
U00007,2779,Create An HTML5 Video Player From Scratch,1.4,7
U00007,4244,Machine Learning and Reinforcement Learning in Finance,3.7,5
U00007,1896,Free Beginner Electric Guitar Lessons,1.4,7
U00008,3204,Angular 4 (formerly Angular 2) - The Complete Guide,3.8,5
U00008,4551,iOS App Development with Swift,3.9,5
U00008,2827,Learn HTML5 Programming From Scratch,4.0,5
U00008,2827,Learn HTML5 Programming From Scratch,4.5,5
U00008,2827,Learn HTML5 Programming From Scratch,4.0,5
U00008,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00008,2827,Learn HTML5 Programming From Scratch,4.0,5
U00008,3204,Angular 4 (formerly Angular 2) - The Complete Guide,3.8,5
U00008,4443,Successful Negotiation: Essential Strategies and Skills,4.8,6
U00008,2827,Learn HTML5 Programming From Scratch,4.0,5
U00008,4514,Understanding Einstein: The Special Theory of Relativity,4.4,6
U00009,2611,The Complete PHP MySQL Professional Course with 5 Projects,1.1,4
U00009,4071,Grammar and Punctuation,4.7,1
U00009,4413,Social Psychology,4.7,1
U00009,4389,SQL for Data Science,5.0,1
U00009,4250,Magic in the Middle Ages,4.6,1
U00009,3183,Angular 2+ with Typescript - Essential Training,1.0,4
U00009,4185,Introduction to Philosophy,4.6,1
U00009,138,How to Pick The Right Penny Stocks To Invest In 2017,1.1,0
U00009,3363,PSD To a Creative Landing Page Using Twitter Bootstrap 3,1.2,4
U00009,1251,Canva : Graphic Design Theory Volume1,1.1,0
U00010,4165,Introduction to Data Science in Python,4.5,3
U00010,3208,The Complete Ruby on Rails Developer Course,1.7,7
U00010,2701,Become a Web Developer from Scratch,2.3,7
U00010,3874,Data Science,4.5,3
U00010,3328,Bootstrap 4 Quick Start: Code Modern Responsive Websites,1.6,7
U00010,4165,Introduction to Data Science in Python,4.5,3
U00010,2619,Learn Javascript & JQuery From Scratch,1.4,2
U00010,119,Introduction to Financial Modeling,1.0,7
U00010,3208,The Complete Ruby on Rails Developer Course,1.7,7
U00010,3877,Data Science: Foundations using R,4.6,1
U00011,3038,How to create awesome website and e-commerce in 1 hour,1.0,0
U00011,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00011,2827,Learn HTML5 Programming From Scratch,4.0,5
U00011,4244,Machine Learning and Reinforcement Learning in Finance,3.2,5
U00011,3343,Python Web Programming,1.0,0
U00011,4413,Social Psychology,4.7,1
U00011,2543,Develop Your First App in an Hour,1.6,0
U00011,3204,Angular 4 (formerly Angular 2) - The Complete Guide,3.3,5
U00011,3114,Amazon Alexa Development: From Beginner to Intermediate,1.0,0
U00011,830,Learn to Trade Forex Naked Price Action Big Shadow Trade,1.1,0
U00011,735,Finance for Non-Finance: Learn Quick and Easy,1.0,0
U00011,2827,Learn HTML5 Programming From Scratch,3.5,5
U00012,2589,Web Design for Web Developers: Build Beautiful Websites!,2.5,2
U00012,3289,Practical PHP: Master the Basics and Code Dynamic Websites,2.7,2
U00012,2699,The Complete Sass & SCSS Course: From Beginner to Advanced,1.2,4
U00012,3207,The Professional Ruby on Rails Developer,1.2,4
U00012,2004,Getting Started with Playing Guitar,1.5,7
U00012,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.1,2
U00012,3249,Build Responsive Real World Websites with HTML5 and CSS3,2.1,2
U00012,297,Beginners Binary Options Course,1.2,4
U00012,3696,Academic English: Writing,4.7,1
U00012,1982,Complete Guitar System - Beginner to Advanced,1.6,7
U00013,3738,Aprender,4.8,6
U00013,4505,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",4.3,6
U00013,3940,English for Journalism,4.8,6
U00013,4136,International Organizations Management,4.8,6
U00013,4167,Introduction to Discrete Mathematics for Computer Science,4.4,3
U00013,3705,Advanced Data Science with IBM,4.4,3
U00013,3946,Entrepreneurship 1: Developing the Opportunity,4.8,6
U00013,4278,Medical Neuroscience,4.9,6
U00013,3818,Cloud Computing,4.4,3
U00013,3680,A Crash Course in Data Science,4.5,3
U00013,4535,Vital Signs: Understanding What the Body Is Telling Us,4.8,6
U00014,2037,Play Piano by Ear Today! SuperCourse,1.0,0
U00014,4496,The Strategy of Content Marketing,4.5,3
U00014,3289,Practical PHP: Master the Basics and Code Dynamic Websites,2.2,2
U00014,4178,Introduction to Imagemaking,5.0,3
U00014,3116,Learn JSON with JavaScript Objects and APIs in 1 hour,1.0,0
U00014,3032,Coding for Entrepreneurs Basic,2.3,2
U00014,2410,Guitar Kick Start,1.0,0
U00014,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00014,3874,Data Science,4.5,3
U00014,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00015,4395,Science of Exercise,4.8,6
U00015,4366,Python for Everybody,5.0,6
U00015,3289,Practical PHP: Master the Basics and Code Dynamic Websites,2.2,2
U00015,1979,Pianoforall - Incredible New Way To Learn Piano & Keyboard,2.4,2
U00015,3246,Learn and Understand AngularJS,3.2,2
U00015,4039,Futures Thinking,4.8,6
U00015,2592,Quickstart AngularJS,1.9,2
U00015,3032,Coding for Entrepreneurs Basic,1.8,2
U00015,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00015,3325,HTML and CSS for Beginners - Build a Website & Launch ONLINE,2.7,2
U00015,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00016,4172,Introduction to Financial Accounting,4.7,1
U00016,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00016,2827,Learn HTML5 Programming From Scratch,4.5,5
U00016,3827,Competitive Strategy and Organization Design,4.7,1
U00016,2827,Learn HTML5 Programming From Scratch,4.0,5
U00016,3692,AWS Fundamentals: Building Serverless Applications,5.0,1
U00016,4389,SQL for Data Science,4.1,1
U00016,4559,Машинное обучение и анализ данных,4.7,1
U00016,3899,Developing Applications with Google Cloud Platform,5.0,1
U00016,2827,Learn HTML5 Programming From Scratch,3.5,5
U00016,4209,Investment Management,4.7,1
U00017,4104,Improve Your English Communication Skills,4.7,1
U00017,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00017,4369,R Programming,4.6,1
U00017,3697,Accelerated Computer Science Fundamentals,4.7,1
U00017,3877,Data Science: Foundations using R,4.6,1
U00017,3251,Learn and Understand NodeJS,2.7,2
U00017,4431,Statistics with R,4.2,1
U00017,4143,Introducción a Data Science: Programación Estadística con R,4.7,1
U00017,3032,Coding for Entrepreneurs Basic,2.3,2
U00017,3228,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,1.7,2
U00017,3385,Javascript Essentials,1.5,2
U00017,4410,Social Media Marketing,4.6,1
U00018,3707,Advanced Machine Learning with TensorFlow on Google Cloud Platform,4.5,3
U00018,3873,Data Mining,4.9,3
U00018,3246,Learn and Understand AngularJS,2.2,2
U00018,4127,Interaction Design,4.5,3
U00018,3799,Business and Financial Modeling,5.0,3
U00018,3734,Applied Data Science with Python,4.5,3
U00018,4366,Python for Everybody,4.8,6
U00018,3925,Economics of Money and Banking,5.0,6
U00018,3734,Applied Data Science with Python,4.5,3
U00018,2619,Learn Javascript & JQuery From Scratch,1.9,2
U00018,4227,Learn English: Advanced Academic Speaking and Listening,5.0,3
U00019,4165,Introduction to Data Science in Python,4.5,3
U00019,4169,Introduction to Embedded Systems Software and Development Environments,4.5,3
U00019,2619,Learn Javascript & JQuery From Scratch,1.9,2
U00019,4268,Mastering Data Analysis in Excel,4.7,3
U00019,3032,Coding for Entrepreneurs Basic,2.3,2
U00019,3289,Practical PHP: Master the Basics and Code Dynamic Websites,2.7,2
U00019,2619,Learn Javascript & JQuery From Scratch,1.9,2
U00019,1901,Acoustic Guitar Basics,1.0,4
U00019,3385,Javascript Essentials,1.5,2
U00019,3977,Executive Data Science,4.5,3
U00019,3289,Practical PHP: Master the Basics and Code Dynamic Websites,1.7,2
U00020,3725,Anatomy: Musculoskeletal and Integumentary Systems,4.8,6
U00020,3375,Create a Professional Website Without Programming/Coding,1.1,0
U00020,949,Public Speaking: You Can Give Great Financial Presentations,1.0,0
U00020,2893,How To Build A Website From Scratch + Blogging Blueprint,1.1,0
U00020,4362,Python Data Structures,4.4,6
U00020,4352,Programming for Everybody (Getting Started with Python),4.8,6
U00020,4030,Fundamentals of Quantitative Modeling,4.6,1
U00020,3741,Architecting with Google Compute Engine,5.0,1
U00020,4348,Probability and Statistics: To p or not to p?,4.6,1
U00020,4094,IBM AI Engineering,4.6,1
U00020,4528,Using Python to Access Web Data,4.3,6
U00020,698,Startup Business: How To Raise Seed Capital,1.0,0
U00021,3289,Practical PHP: Master the Basics and Code Dynamic Websites,2.2,2
U00021,3705,Advanced Data Science with IBM,4.4,3
U00021,4264,Marketing Strategy,4.4,3
U00021,4165,Introduction to Data Science in Python,4.0,3
U00021,4471,The Arts and Science of Relationships: Understanding Human Needs,4.5,3
U00021,4266,Marketing con Redes Sociales,3.9,3
U00021,1979,Pianoforall - Incredible New Way To Learn Piano & Keyboard,2.9,2
U00021,3874,Data Science,5.0,3
U00021,17,The Complete Chart Pattern Trading Course: A Proven Approach,1.5,0
U00021,2592,Quickstart AngularJS,1.9,2
U00022,3219,Learn Responsive Web Development from Scratch,2.3,7
U00022,2479,Learning Dynamic Website Design - PHP MySQL and JavaScript,1.9,7
U00022,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00022,3365,AngularJS For Beginners,1.5,7
U00022,2827,Learn HTML5 Programming From Scratch,4.0,5
U00022,3247,JavaScript: Understanding the Weird Parts,3.5,5
U00022,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.8,5
U00022,3807,Career Success,4.4,3
U00022,4382,Robotics,4.4,3
U00022,4551,iOS App Development with Swift,3.9,5
U00022,1982,Complete Guitar System - Beginner to Advanced,1.6,7
U00023,3991,Financial Markets,4.8,6
U00023,3073,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,1.0,4
U00023,2827,Learn HTML5 Programming From Scratch,4.0,5
U00023,3805,Camino a la Excelencia en Gestión de Proyectos,5.0,1
U00023,4092,How to Start Your Own Business,4.1,3
U00023,3945,Entrepreneurship,4.8,6
U00023,4493,The Science of Well-Being,5.0,6
U00023,4262,Marketing Gerencial,5.0,1
U00023,4478,The Data Scientist’s Toolbox,4.6,1
U00023,2827,Learn HTML5 Programming From Scratch,4.0,5
U00023,3873,Data Mining,4.4,3
U00024,3716,Algorithms,4.8,6
U00024,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00024,376,Foundation of Options Trading and Investing,1.1,0
U00024,4035,Fundamentos de Excel para Negocios,4.7,1
U00024,3720,An Introduction to Consumer Neuroscience & Neuromarketing,5.0,1
U00024,4164,Introduction to Data Science,4.6,1
U00024,4171,Introduction to Environmental Law and Policy,4.8,6
U00024,4164,Introduction to Data Science,4.6,1
U00024,4235,Learning to Teach Online,4.7,1
U00024,4287,Modern Art & Ideas,4.7,1
U00024,3607,Creating Custom Web Maps,1.0,0
U00025,2783,Build Your First Website in 1 Week with HTML5 and CSS3,3.1,2
U00025,2806,The Complete Web Developer Masterclass: Beginner To Advanced,1.5,7
U00025,3175,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,1.6,7
U00025,3650,HTML and CSS: A Guide to Web Design,1.0,0
U00025,143,Accounting in 60 Minutes - A Brief Introduction,1.9,2
U00025,1709,Photoshop: Real World Hands-on Freelance Mastery,1.0,0
U00025,2806,The Complete Web Developer Masterclass: Beginner To Advanced,1.5,7
U00025,1247,Mastering Photoshop CC 2017 - The Art of Design & Technology,1.0,0
U00025,1283,Draw a realistic Fantail using pencil,1.1,0
U00025,3175,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,1.6,7
U00026,3449,Introduction to HTML,1.1,4
U00026,2722,Learn to Build Websites using Twitter Bootstrap,1.7,4
U00026,2699,The Complete Sass & SCSS Course: From Beginner to Advanced,1.2,4
U00026,1367,Learn to Design a Letterhead - A Beginners Course,1.2,4
U00026,3018,JavaScript Intro to learning JavaScript web programming,1.1,4
U00026,623,Improve Your Financial Literacy,1.1,4
U00026,2696,The Complete Web Developer Bootcamp - Beginner to Expert,1.3,4
U00026,71,Options Trading Introduction: Day Trade Stock Options,1.1,4
U00026,2911,Learn Ruby on Rails: Stripe Payment Processing,1.1,4
U00026,1215,Sketch 3 from A to Z: Become an App Designer,1.2,4
U00026,1210,Graphic Design Bootcamp,1.8,4
U00026,2531,Learn Object Oriented Programming PHP fundamentals bootcamp,1.0,4
U00027,4244,Machine Learning and Reinforcement Learning in Finance,3.7,5
U00027,4551,iOS App Development with Swift,3.9,5
U00027,3711,Agile Development,5.0,1
U00027,4028,Fundamentals of Music Theory,4.1,1
U00027,4551,iOS App Development with Swift,3.9,5
U00027,3961,Essential Google Cloud Infrastructure: Foundation,4.7,1
U00027,4071,Grammar and Punctuation,5.0,1
U00027,2827,Learn HTML5 Programming From Scratch,4.0,5
U00027,3791,Business Foundations,4.7,1
U00027,4551,iOS App Development with Swift,3.9,5
U00027,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00028,2833,Twitter Integration customize Tweets with developer API,1.0,0
U00028,3304,Angular Tutorial For Beginners,1.6,0
U00028,2770,Learn JavaScript from scratch,1.0,0
U00028,178,Introductory Financial Accounting,1.0,0
U00028,3161,JavaScript HTML CSS Project make a Quiz Tutorial,1.6,0
U00028,4035,Fundamentos de Excel para Negocios,4.7,1
U00028,3893,Design Thinking for Innovation,4.6,1
U00028,759,The Art Of Financial Valuation With Certificate,1.0,0
U00028,4019,Functional Programming in Scala,5.0,1
U00028,1660,Graphic Design: Create Animated GIF Ad Banners in Photoshop,1.0,0
U00028,3941,English for Research Publication Purposes,4.6,1
U00029,3893,Design Thinking for Innovation,4.1,1
U00029,3226,The Complete JavaScript Course: Build a Real-World Project,1.2,7
U00029,4424,"Speak English Professionally: In Person, Online & On the Phone",4.6,1
U00029,3665,Beginner Photoshop to HTML5 and CSS3,1.2,7
U00029,3696,Academic English: Writing,4.7,1
U00029,4369,R Programming,4.6,1
U00029,4539,What Is Contemporary Art?,4.7,1
U00029,4427,Stanford Introduction to Food and Health,4.7,1
U00029,3933,Emerging Technologies: From Smartphones to IoT to Big Data,4.6,1
U00029,4299,Natural Language Processing in TensorFlow,4.1,1
U00030,3314,Learn HTML & CSS: How To Start Your Web Development Career,1.2,4
U00030,4551,iOS App Development with Swift,3.4,5
U00030,82,Introduction to Accounting: The Language of Business,1.0,4
U00030,47,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,1.7,4
U00030,2827,Learn HTML5 Programming From Scratch,4.0,5
U00030,1210,Graphic Design Bootcamp,1.3,4
U00030,2573,Learn Nodejs by building 12 projects,1.7,4
U00030,3254,Modern React with Redux,3.1,5
U00030,2827,Learn HTML5 Programming From Scratch,4.0,5
U00030,1976,Play Piano in 30 Days! - Start Playing NOW!,1.1,4
U00030,3993,Financial Reporting,4.8,6
U00031,4180,Introduction to International Criminal Law,5.0,6
U00031,3932,Electronic Music Production,4.8,6
U00031,2662,The Complete HTML & CSS Course - From Novice To Professional,1.5,7
U00031,3716,Algorithms,4.3,6
U00031,2879,Learn How to Create Your Own Social Network,1.0,0
U00031,1909,Learn the Violin - No Music Experience Necessary!,1.5,0
U00031,4152,Introduction to CSS3,5.0,6
U00031,4352,Programming for Everybody (Getting Started with Python),4.8,6
U00031,2913,jQuery For Beginners : A Basic Introduction,1.1,0
U00031,2701,Become a Web Developer from Scratch,1.8,7
U00032,2827,Learn HTML5 Programming From Scratch,4.0,5
U00032,3757,Basic Statistics,4.6,1
U00032,2827,Learn HTML5 Programming From Scratch,4.0,5
U00032,3937,English Composition I,4.6,1
U00032,4303,Networking in Google Cloud,4.7,1
U00032,3247,JavaScript: Understanding the Weird Parts,3.5,5
U00032,4074,Greening the Economy: Sustainable Cities,4.6,1
U00032,4209,Investment Management,5.0,1
U00032,3806,"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.6,1
U00032,3247,JavaScript: Understanding the Weird Parts,3.5,5
U00033,3908,Digital Marketing,4.6,1
U00033,4539,What Is Contemporary Art?,4.7,1
U00033,3937,English Composition I,4.1,1
U00033,4117,Innovation Management,4.1,1
U00033,1204,Photoshop in Ease: Create World Amazing  Graphic Designs,1.1,4
U00033,2736,The Original Complete Web Developer Course.,1.3,4
U00033,4513,Understanding Clinical Research: Behind the Statistics,4.8,6
U00033,2959,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,1.1,4
U00033,3886,Databases and SQL for Data Science,4.7,1
U00033,4098,IBM Data Science,4.6,1
U00033,3696,Academic English: Writing,4.7,1
U00034,2827,Learn HTML5 Programming From Scratch,4.5,5
U00034,4493,The Science of Well-Being,4.4,6
U00034,4134,International Leadership and Organizational Behavior,4.8,6
U00034,4493,The Science of Well-Being,4.9,6
U00034,4044,Gamification,4.3,6
U00034,4244,Machine Learning and Reinforcement Learning in Finance,3.7,5
U00034,4493,The Science of Well-Being,4.9,6
U00034,4105,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",4.9,6
U00034,3946,Entrepreneurship 1: Developing the Opportunity,4.8,6
U00034,4458,"TESOL Certificate, Part 1: Teach English Now!",4.9,6
U00035,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00035,4551,iOS App Development with Swift,3.4,5
U00035,119,Introduction to Financial Modeling,1.4,7
U00035,2701,Become a Web Developer from Scratch,1.8,7
U00035,2662,The Complete HTML & CSS Course - From Novice To Professional,2.0,7
U00035,2827,Learn HTML5 Programming From Scratch,4.5,5
U00035,4551,iOS App Development with Swift,3.9,5
U00035,2827,Learn HTML5 Programming From Scratch,4.0,5
U00035,3204,Angular 4 (formerly Angular 2) - The Complete Guide,3.8,5
U00035,3175,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,2.1,7
U00035,4276,Mathematics for Machine Learning: PCA,4.0,5
U00036,3257,GraphQL with React: The Complete Developers Guide,1.2,4
U00036,3380,How to Make a Video Blog Website From Scratch w/ Wordpress ,1.1,4
U00036,2741,Build Flat Responsive Website from Scratch - Complete Course,1.6,4
U00036,4471,The Arts and Science of Relationships: Understanding Human Needs,4.0,3
U00036,2836,Master the Basics of HTML5 & CSS3: Beginner Web Development,1.8,4
U00036,3734,Applied Data Science with Python,4.5,3
U00036,2911,Learn Ruby on Rails: Stripe Payment Processing,1.1,4
U00036,3177,The Complete NodeJS Course: Build a Full Business Rating App,1.2,4
U00036,2674,The Complete HTML5 & CSS3 Course Build Professional Websites,1.6,4
U00036,2659,HTML5 and CSS3 for beginners: Create a Website from Scratch,1.6,4
U00037,4362,Python Data Structures,4.9,6
U00037,3997,Finanzas personales,5.0,6
U00037,4090,How Things Work: An Introduction to Physics,4.3,6
U00037,2478,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,1.4,7
U00037,4036,Fundamentos de Finanzas Empresariales,4.8,6
U00037,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00037,4091,How To Create a Website in a Weekend! (Project-Centered Course),3.3,5
U00037,4308,Nutrición y obesidad: control de sobrepeso,4.8,6
U00037,2827,Learn HTML5 Programming From Scratch,4.0,5
U00037,4395,Science of Exercise,4.8,6
U00037,3247,JavaScript: Understanding the Weird Parts,3.5,5
U00037,4551,iOS App Development with Swift,3.9,5
U00038,2549,HTML 5: How I made websites in HTML5,1.0,4
U00038,2619,Learn Javascript & JQuery From Scratch,1.4,2
U00038,2827,Learn HTML5 Programming From Scratch,4.0,5
U00038,3147,Projects In JavaScript & JQuery,1.1,4
U00038,4355,Project Launch,4.7,1
U00038,103,Stock Market Investing for Beginners,1.2,7
U00038,4091,How To Create a Website in a Weekend! (Project-Centered Course),2.8,5
U00038,3247,JavaScript: Understanding the Weird Parts,3.5,5
U00038,3032,Coding for Entrepreneurs Basic,2.3,2
U00038,103,Stock Market Investing for Beginners,1.7,7
U00038,4244,Machine Learning and Reinforcement Learning in Finance,4.2,5
U00038,4551,iOS App Development with Swift,4.4,5
U00039,3251,Learn and Understand NodeJS,2.7,2
U00039,4303,Networking in Google Cloud,4.7,1
U00039,3232,The Complete Web Developer Course 2.0,4.4,3
U00039,3841,Convolutional Neural Networks in TensorFlow,5.0,1
U00039,2783,Build Your First Website in 1 Week with HTML5 and CSS3,3.1,2
U00039,4466,TensorFlow: Data and Deployment,4.5,3
U00039,4113,Information Security: Context and Introduction,5.0,1
U00039,4486,The Power of Macroeconomics: Economic Principles in the Real World,4.6,1
U00039,2783,Build Your First Website in 1 Week with HTML5 and CSS3,2.6,2
U00039,4266,Marketing con Redes Sociales,4.4,3
U00040,3868,Data Collection and Processing with Python,4.2,1
U00040,3758,Bayesian Statistics: From Concept to Data Analysis,4.8,6
U00040,4547,Write Professional Emails in English,4.7,1
U00040,1170,Optimizing investment to maximise your return,1.0,0
U00040,4182,Introduction to Mathematical Thinking,4.8,6
U00040,216,Succeed in Lotto Even if You Don't Know Where to Start!,1.0,0
U00040,4549,Writing in the Sciences,4.9,6
U00040,3518,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",1.0,0
U00040,4013,From the Big Bang to Dark Energy,4.8,6
U00040,3893,Design Thinking for Innovation,5.0,1
U00040,3907,Digital Manufacturing & Design Technology,4.6,1
U00040,4366,Python for Everybody,5.0,6
U00041,4328,Perfect Tenses and Modals,4.2,1
U00041,3734,Applied Data Science with Python,5.0,3
U00041,4143,Introducción a Data Science: Programación Estadística con R,5.0,1
U00041,4104,Improve Your English Communication Skills,4.7,1
U00041,3712,Agile Meets Design Thinking,5.0,1
U00041,3710,Age of Cathedrals,4.7,1
U00041,3874,Data Science,4.5,3
U00041,4052,Getting Started With Music Theory,4.5,3
U00041,4240,Love as a Force for Social Justice,4.7,1
U00041,3908,Digital Marketing,4.6,1
U00041,4287,Modern Art & Ideas,4.2,1
U00041,3732,Applied Data Science,4.1,1
U00042,3680,A Crash Course in Data Science,4.5,3
U00042,3705,Advanced Data Science with IBM,4.4,3
U00042,4206,Introductory Human Physiology,4.2,1
U00042,3888,Decision-Making and Scenarios,4.1,1
U00042,3786,Building Your Leadership Skills,4.5,3
U00042,4372,"Recruiting, Hiring, and Onboarding Employees",5.0,1
U00042,3707,Advanced Machine Learning with TensorFlow on Google Cloud Platform,5.0,3
U00042,4185,Introduction to Philosophy,4.6,1
U00042,3882,Data Visualization with Tableau,5.0,3
U00042,4486,The Power of Macroeconomics: Economic Principles in the Real World,5.0,1
U00042,4202,Introduction to User Experience Design,5.0,3
U00042,4162,Introduction to Cybersecurity Tools & Cyber Attacks,4.5,3
